psu,n,new_ID,governorate,district,name,label
2105088,2,cluster_location_id_0269,anbar,al.falluja,Al-Ekhaa Compaund,0269 (Al-Ekhaa Compaund)
2105093,1,cluster_location_id_0270,anbar,al.falluja,Al Daffar,0270 (Al Daffar)
2106001,1,cluster_location_id_0271,anbar,haditha,Al Furat Complex,0271 (Al Furat Complex)
2106004,1,cluster_location_id_0272,anbar,haditha,Al Khansaa,0272 (Al Khansaa)
2106007,1,cluster_location_id_0273,anbar,haditha,Albu Hayat,0273 (Albu Hayat)
2106009,1,cluster_location_id_0274,anbar,haditha,Al-Mutanabi,0274 (Al-Mutanabi)
2106011,1,cluster_location_id_0275,anbar,haditha,Bani Dahir,0275 (Bani Dahir)
2106013,1,cluster_location_id_0276,anbar,haditha,Haqlaniyah-Hay Al-Faroq,0276 (Haqlaniyah-Hay Al-Faroq)
2106014,1,cluster_location_id_0277,anbar,haditha,Haqlaniyah-Al shuhadaa,0277 (Haqlaniyah-Al shuhadaa)
2106015,1,cluster_location_id_0278,anbar,haditha,Hay Al Askary,0278 (Hay Al Askary)
2106017,2,cluster_location_id_0279,anbar,haditha,Hay Al Haqlaniyah Qadim,0279 (Hay Al Haqlaniyah Qadim)
2106020,1,cluster_location_id_0280,anbar,haditha,Hay Al Rifay,0280 (Hay Al Rifay)
2106023,1,cluster_location_id_0281,anbar,haditha,Hay Al Saray,0281 (Hay Al Saray)
2106028,1,cluster_location_id_0282,anbar,haditha,Hay Al Yarmuk,0282 (Hay Al Yarmuk)
2106034,1,cluster_location_id_0283,anbar,haditha,Hay Al-Mulameen,0283 (Hay Al-Mulameen)
2106038,2,cluster_location_id_0284,anbar,haditha,Hay Al-Subhani,0284 (Hay Al-Subhani)
2107001,1,cluster_location_id_0285,anbar,heet,Abu Tibban,0285 (Abu Tibban)
2107004,1,cluster_location_id_0286,anbar,heet,Al Baker,0286 (Al Baker)
2107013,1,cluster_location_id_0287,anbar,heet,Al Muhamdee,0287 (Al Muhamdee)
2107016,1,cluster_location_id_0288,anbar,heet,Al Salkah,0288 (Al Salkah)
2107026,1,cluster_location_id_0289,anbar,heet,Al-Khaldiyah,0289 (Al-Khaldiyah)
2107030,2,cluster_location_id_0290,anbar,heet,Al-Mujama Al-Sakani,0290 (Al-Mujama Al-Sakani)
2107031,2,cluster_location_id_0291,anbar,heet,Al-Qalqalah,0291 (Al-Qalqalah)
2107034,1,cluster_location_id_0292,anbar,heet,Al-Sikak,0292 (Al-Sikak)
2107045,1,cluster_location_id_0293,anbar,heet,Hay al Jury,0293 (Hay al Jury)
2107047,1,cluster_location_id_0294,anbar,heet,Hay Al Mamoun,0294 (Hay Al Mamoun)
2107053,1,cluster_location_id_0295,anbar,heet,Hay Al-Jabal,0295 (Hay Al-Jabal)
2107054,1,cluster_location_id_0296,anbar,heet,Hay Al-jamyah 2,0296 (Hay Al-jamyah 2)
2107062,1,cluster_location_id_0297,anbar,heet,Heet-Maskhan,0297 (Heet-Maskhan)
2107067,2,cluster_location_id_0298,anbar,heet,Mualmeen,0298 (Mualmeen)
2107074,1,cluster_location_id_0299,anbar,heet,Tal aswad,0299 (Tal aswad)
2107075,1,cluster_location_id_0300,anbar,heet,The first jamaiya,0300 (The first jamaiya)
2107081,1,cluster_location_id_0301,anbar,heet,Hay Al-Askari,0301 (Hay Al-Askari)
2107082,1,cluster_location_id_0302,anbar,heet,Hay Al-Khudhir,0302 (Hay Al-Khudhir)
2108001,2,cluster_location_id_0303,anbar,al.ramadi,5 Kilo,0303 (5 Kilo)
2108005,2,cluster_location_id_0304,anbar,al.ramadi,7 Killo-al-mojamaa al-sakany,0304 (7 Killo-al-mojamaa al-sakany)
2108006,1,cluster_location_id_0305,anbar,al.ramadi,Abu Fless,0305 (Abu Fless)
2108007,1,cluster_location_id_0306,anbar,al.ramadi,Al Khulafaa,0306 (Al Khulafaa)
2108009,1,cluster_location_id_0307,anbar,al.ramadi,Al Sajariyah,0307 (Al Sajariyah)
2108011,2,cluster_location_id_0308,anbar,al.ramadi,Al Sofeya,0308 (Al Sofeya)
2108012,1,cluster_location_id_0309,anbar,al.ramadi,Al Soora,0309 (Al Soora)
2108013,1,cluster_location_id_0310,anbar,al.ramadi,Al Urobah,0310 (Al Urobah)
2108017,1,cluster_location_id_0311,anbar,al.ramadi,Al-Jeraishi,0311 (Al-Jeraishi)
2108024,1,cluster_location_id_0312,anbar,al.ramadi,Hay Al-Salam,0312 (Hay Al-Salam)
2108025,1,cluster_location_id_0313,anbar,al.falluja,Hay Al-Umal,0313 (Hay Al-Umal)
2108027,1,cluster_location_id_0314,anbar,al.ramadi,Qadisiya-1,0314 (Qadisiya-1)
2108030,1,cluster_location_id_0315,anbar,al.ramadi,Warar,0315 (Warar)
2108033,1,cluster_location_id_0316,anbar,al.ramadi,Al Aadil,0316 (Al Aadil)
2108037,1,cluster_location_id_0317,anbar,al.ramadi,Al Katanah,0317 (Al Katanah)
2108038,1,cluster_location_id_0318,anbar,al.ramadi,Al-Shareka,0318 (Al-Shareka)
2108039,1,cluster_location_id_0319,anbar,al.ramadi,Al-Thilah,0319 (Al-Thilah)
2108041,1,cluster_location_id_0320,anbar,al.ramadi,Hay Al Malab,0320 (Hay Al Malab)
2108046,1,cluster_location_id_0321,anbar,al.ramadi,The modern village,0321 (The modern village)
2108057,1,cluster_location_id_0322,anbar,al.ramadi,Al Hooz,0322 (Al Hooz)
2202001,1,cluster_location_id_0323,babylon,al.mussyab,Abo Luka,0323 (Abo Luka)
2202002,1,cluster_location_id_0324,babylon,al.mussyab,Al Abtan,0324 (Al Abtan)
2202004,1,cluster_location_id_0325,babylon,al.mussyab,Al Ghadeer 2,0325 (Al Ghadeer 2)
2202007,1,cluster_location_id_0326,babylon,al.mussyab,Al Hamiyah-Oayef village,0326 (Al Hamiyah-Oayef village)
2202017,1,cluster_location_id_0327,babylon,al.mahmoudiya,Al-Jazirah-Al Eskandariya,0327 (Al-Jazirah-Al Eskandariya)
2202024,1,cluster_location_id_0328,babylon,al.mussyab,Hay Aday-Al Eskandariya,0328 (Hay Aday-Al Eskandariya)
2202026,1,cluster_location_id_0329,babylon,al.mussyab,Hay Al Ataba,0329 (Hay Al Ataba)
2202029,1,cluster_location_id_0330,babylon,al.mussyab,Hay Al Ghadeer 4,0330 (Hay Al Ghadeer 4)
2202037,1,cluster_location_id_0331,babylon,al.mussyab,Hay Alaskary-AlThaghet,0331 (Hay Alaskary-AlThaghet)
2202049,1,cluster_location_id_0332,babylon,al.mussyab,Hitten Complex,0332 (Hitten Complex)
2202050,1,cluster_location_id_0333,babylon,al.mussyab,Hur Husaein,0333 (Hur Husaein)
2202061,1,cluster_location_id_0334,babylon,al.mussyab,Al Hamiyah Al Sheab Village,0334 (Al Hamiyah Al Sheab Village)
2202072,1,cluster_location_id_0335,babylon,al.mussyab,Albo Hamdan,0335 (Albo Hamdan)
2301003,1,cluster_location_id_0336,baghdad,al.kadhmiyah,Abo Moniaser,0336 (Abo Moniaser)
2301021,1,cluster_location_id_0337,baghdad,al.kadhmiyah,Al-Nasir Walsalam-6000,0337 (Al-Nasir Walsalam-6000)
2301022,1,cluster_location_id_0338,baghdad,al.kadhmiyah,Al-Nasir Walsalam-7000,0338 (Al-Nasir Walsalam-7000)
2301026,1,cluster_location_id_0339,baghdad,al.kadhmiyah,Arab Tahoos,0339 (Arab Tahoos)
2301038,1,cluster_location_id_0340,baghdad,al.kadhmiyah,Hay Al-Shuhadaa,0340 (Hay Al-Shuhadaa)
2301045,1,cluster_location_id_0341,baghdad,al.kadhmiyah,Khan Dhari Center,0341 (Khan Dhari Center)
2301047,1,cluster_location_id_0342,baghdad,al.kadhmiyah,North Khernabat,0342 (North Khernabat)
2301048,1,cluster_location_id_0343,baghdad,al.kadhmiyah,Khernabat-South,0343 (Khernabat-South)
2301064,1,cluster_location_id_0344,baghdad,al.mahmoudiya,Al Mahasna village ,0344 (Al Mahasna village )
2301073,2,cluster_location_id_0345,baghdad,al.kadhmiyah,Shuhada Markza-Shuhadda the first,0345 (Shuhada Markza-Shuhadda the first)
2301074,1,cluster_location_id_0346,baghdad,al.kadhmiyah,Shuhada Markza-Shuhdda the second,0346 (Shuhada Markza-Shuhdda the second)
2301075,1,cluster_location_id_0347,baghdad,al.kadhmiyah,Shuhada Markza-Shuhadda the third,0347 (Shuhada Markza-Shuhadda the third)
2301080,1,cluster_location_id_0348,baghdad,al.mahmoudiya,Al Masara village,0348 (Al Masara village)
2301087,1,cluster_location_id_0349,baghdad,al.mahmoudiya,Al Mamier village,0349 (Al Mamier village)
2301091,1,cluster_location_id_0350,baghdad,al.kadhmiyah,Majad Al Draa village,0350 (Majad Al Draa village)
2301092,1,cluster_location_id_0351,baghdad,al.kadhmiyah,18 Al Sadan village,0351 (18 Al Sadan village)
2301093,1,cluster_location_id_0352,baghdad,al.kadhmiyah,Al Shoker village,0352 (Al Shoker village)
2302004,1,cluster_location_id_0353,baghdad,al.adhamiya,Adhamia-308,0353 (Adhamia-308)
2302005,1,cluster_location_id_0354,baghdad,al.adhamiya,Adhamia-312,0354 (Adhamia-312)
2302006,1,cluster_location_id_0355,baghdad,al.adhamiya,Adhamia-314,0355 (Adhamia-314)
2302007,1,cluster_location_id_0356,baghdad,al.adhamiya,Adhamiya-310,0356 (Adhamiya-310)
2302044,1,cluster_location_id_0357,baghdad,al.adhamiya,Al Qahira-307,0357 (Al Qahira-307)
2302049,1,cluster_location_id_0358,baghdad,al.adhamiya,Hay Al Rabee-332,0358 (Hay Al Rabee-332)
2302062,1,cluster_location_id_0359,baghdad,al.adhamiya,Al Shamasiyah-320,0359 (Al Shamasiyah-320)
2302063,1,cluster_location_id_0360,baghdad,al.adhamiya,Al Shamasiyah-316,0360 (Al Shamasiyah-316)
2302078,1,cluster_location_id_0361,baghdad,al.adhamiya,Bob Al Sham-388,0361 (Bob Al Sham-388)
2302083,1,cluster_location_id_0362,baghdad,al.adhamiya,Hay Al Rabee-340,0362 (Hay Al Rabee-340)
2302088,1,cluster_location_id_0363,baghdad,al.adhamiya,Hay Al Rabee-342,0363 (Hay Al Rabee-342)
2302116,1,cluster_location_id_0364,baghdad,al.adhamiya,Hay Ur-325,0364 (Hay Ur-325)
2305034,1,cluster_location_id_0365,baghdad,al.risafa,Baghdad Al Jadidia-723,0365 (Baghdad Al Jadidia-723)
2305035,1,cluster_location_id_0366,baghdad,al.risafa,Baghdad Al Jadidia-725,0366 (Baghdad Al Jadidia-725)
2305049,1,cluster_location_id_0367,baghdad,al.risafa,Al Karada-905,0367 (Al Karada-905)
2305055,1,cluster_location_id_0368,baghdad,al.risafa,Al Mashtal-731,0368 (Al Mashtal-731)
2305057,1,cluster_location_id_0369,baghdad,al.risafa,Al Mashtal-735,0369 (Al Mashtal-735)
2305058,1,cluster_location_id_0370,baghdad,al.risafa,Al Mashtal-751,0370 (Al Mashtal-751)
2305065,1,cluster_location_id_0371,baghdad,al.risafa,Al Nidhal-103,0371 (Al Nidhal-103)
2305069,1,cluster_location_id_0372,baghdad,al.risafa,Al Rasheed-112,0372 (Al Rasheed-112)
2305072,1,cluster_location_id_0373,baghdad,al.risafa,Al Riyadh-910,0373 (Al Riyadh-910)
2305097,1,cluster_location_id_0374,baghdad,al.risafa,Al Zaafaranyah-965,0374 (Al Zaafaranyah-965)
2305128,1,cluster_location_id_0375,baghdad,al.risafa,Al Maamil-781,0375 (Al Maamil-781)
2306001,1,cluster_location_id_0376,baghdad,al.kadhmiyah,Ahmed Al Hamid village,0376 (Ahmed Al Hamid village)
2306063,1,cluster_location_id_0377,baghdad,al.kadhmiyah,Sabea Al Buor-14000,0377 (Sabea Al Buor-14000)
2306073,1,cluster_location_id_0378,baghdad,al.kadhmiyah,Sabea Al Buor-8000,0378 (Sabea Al Buor-8000)
2306106,1,cluster_location_id_0379,baghdad,al.kadhmiyah,Al Ahnaf-Al Rakia Fadel village,0379 (Al Ahnaf-Al Rakia Fadel village)
2306113,1,cluster_location_id_0380,baghdad,al.kadhmiyah,North Al Kadhimia-447,0380 (North Al Kadhimia-447)
2307010,1,cluster_location_id_0381,baghdad,al.karkh,Al Forat-893,0381 (Al Forat-893)
2307011,1,cluster_location_id_0382,baghdad,al.karkh,Al Ghazaliya-649,0382 (Al Ghazaliya-649)
2307016,1,cluster_location_id_0383,baghdad,al.karkh,Al Ghazaliya-665,0383 (Al Ghazaliya-665)
2307018,1,cluster_location_id_0384,baghdad,al.karkh,Al Ghazaliya-681,0384 (Al Ghazaliya-681)
2307025,1,cluster_location_id_0385,baghdad,al.karkh,Al Iskan(Al Masfi)-822,0385 (Al Iskan(Al Masfi)-822)
2307033,1,cluster_location_id_0386,baghdad,al.karkh,Al Jazaer-818,0386 (Al Jazaer-818)
2307035,1,cluster_location_id_0387,baghdad,al.karkh,Al Jazera-808,0387 (Al Jazera-808)
2307043,1,cluster_location_id_0388,baghdad,al.karkh,Al Mutanbi-603,0388 (Al Mutanbi-603)
2307050,1,cluster_location_id_0389,baghdad,al.mahmoudiya,Al Raie 861,0389 (Al Raie 861)
2307063,1,cluster_location_id_0390,baghdad,al.karkh,Al Toma(Al Masfi)-826,0390 (Al Toma(Al Masfi)-826)
2307068,1,cluster_location_id_0391,baghdad,al.karkh,Al Yarmouk-610,0391 (Al Yarmouk-610)
2307093,1,cluster_location_id_0392,baghdad,al.mahmoudiya,Al Radwania,0392 (Al Radwania)
2307097,1,cluster_location_id_0393,baghdad,al.karkh,Al Amerya-632,0393 (Al Amerya-632)
2307099,1,cluster_location_id_0394,baghdad,al.karkh,Al Amerya-636,0394 (Al Amerya-636)
2307100,1,cluster_location_id_0395,baghdad,al.karkh,Al Amerya-638,0395 (Al Amerya-638)
2307110,1,cluster_location_id_0396,baghdad,al.karkh,Hay Al Adil-657,0396 (Hay Al Adil-657)
2307124,2,cluster_location_id_0397,baghdad,al.risafa,Al Karkh-212,0397 (Al Karkh-212)
2309001,2,cluster_location_id_0398,baghdad,al.mahmoudiya,14 Tamooz,0398 (14 Tamooz)
2309005,2,cluster_location_id_0399,baghdad,al.mahmoudiya,Al Latefia-Al Qadessia,0399 (Al Latefia-Al Qadessia)
2309007,1,cluster_location_id_0400,baghdad,al.mahmoudiya,Hay Al-Askary,0400 (Hay Al-Askary)
2309008,1,cluster_location_id_0401,baghdad,al.mahmoudiya,Kilo 18,0401 (Kilo 18)
2309019,1,cluster_location_id_0402,baghdad,al.mahmoudiya,Hay Al-Rubaiy-204,0402 (Hay Al-Rubaiy-204)
2309022,1,cluster_location_id_0403,baghdad,al.mahmoudiya,Dereia w Um Mahar,0403 (Dereia w Um Mahar)
2309027,1,cluster_location_id_0404,baghdad,al.mahmoudiya,Hay Al Mazraa,0404 (Hay Al Mazraa)
2309030,2,cluster_location_id_0405,baghdad,al.mahmoudiya,Hay Al Zuhoor,0405 (Hay Al Zuhoor)
2309052,1,cluster_location_id_0406,baghdad,al.mahmoudiya,Sader Al Yousfiya,0406 (Sader Al Yousfiya)
2309056,1,cluster_location_id_0407,baghdad,al.mahmoudiya,Shaka-3,0407 (Shaka-3)
2309060,1,cluster_location_id_0408,baghdad,al.mussyab,Faheel Am Al Jaeer village ,0408 (Faheel Am Al Jaeer village )
2309064,1,cluster_location_id_0409,baghdad,al.mahmoudiya,Hay Al Dobat(Al kragolyia),0409 (Hay Al Dobat(Al kragolyia))
2309068,1,cluster_location_id_0410,baghdad,al.mahmoudiya,Hay Al Shuhada(Al kragolyia),0410 (Hay Al Shuhada(Al kragolyia))
2309075,1,cluster_location_id_0411,baghdad,al.mahmoudiya,Albo Awasj village,0411 (Albo Awasj village)
2309078,1,cluster_location_id_0412,baghdad,al.mahmoudiya,Al Azam village-Mukhata 17,0412 (Al Azam village-Mukhata 17)
2309089,1,cluster_location_id_0413,baghdad,al.mahmoudiya,Al Azez Al Ghaffar-(Al Jomblatiya Southern),0413 (Al Azez Al Ghaffar-(Al Jomblatiya Southern))
2309094,1,cluster_location_id_0414,baghdad,al.mahmoudiya,Al Motokal village-(Al Jomblatiya Northern),0414 (Al Motokal village-(Al Jomblatiya Northern))
2309095,1,cluster_location_id_0415,baghdad,al.mahmoudiya,Al Abraar village-(Al Jomblatiya Northern),0415 (Al Abraar village-(Al Jomblatiya Northern))
2309096,1,cluster_location_id_0416,baghdad,al.mahmoudiya,Al Forat l village-(Al Harkawi Southern),0416 (Al Forat l village-(Al Harkawi Southern))
2309100,1,cluster_location_id_0417,baghdad,al.mahmoudiya,Albu Moufarrej Village,0417 (Albu Moufarrej Village)
2309102,1,cluster_location_id_0418,baghdad,al.mahmoudiya,Killo-5,0418 (Killo-5)
2310004,1,cluster_location_id_0419,baghdad,al.kadhmiyah,Al Khadraa village,0419 (Al Khadraa village)
2310005,1,cluster_location_id_0420,baghdad,al.kadhmiyah,Al Rawad,0420 (Al Rawad)
2310007,1,cluster_location_id_0421,baghdad,al.kadhmiyah,Al-Abayechi-1,0421 (Al-Abayechi-1)
2310010,1,cluster_location_id_0422,baghdad,al.kadhmiyah,Hai Al Qadessia-1,0422 (Hai Al Qadessia-1)
2310015,1,cluster_location_id_0423,baghdad,al.kadhmiyah,Hai Al Wehda,0423 (Hai Al Wehda)
2310017,1,cluster_location_id_0424,baghdad,al.kadhmiyah,Nadeem-1 Village,0424 (Nadeem-1 Village)
2310020,1,cluster_location_id_0425,baghdad,al.kadhmiyah,14 Abar village 5,0425 (14 Abar village 5)
2310023,1,cluster_location_id_0426,baghdad,al.kadhmiyah,Jasim Mohamed Khalf villge,0426 (Jasim Mohamed Khalf villge)
2310028,1,cluster_location_id_0427,baghdad,al.kadhmiyah,Alo Khtaia village,0427 (Alo Khtaia village)
2310033,1,cluster_location_id_0428,baghdad,al.kadhmiyah,7 Mijman-Tal al Tassa village,0428 (7 Mijman-Tal al Tassa village)
2310034,1,cluster_location_id_0429,baghdad,al.kadhmiyah,15 Masaaod-Al Anaz village,0429 (15 Masaaod-Al Anaz village)
2401004,1,cluster_location_id_0430,diyala,al.khalis,Al Ghalbiya,0430 (Al Ghalbiya)
2401005,1,cluster_location_id_0431,diyala,al.kadhmiyah,Al Gserin Village,0431 (Al Gserin Village)
2401009,1,cluster_location_id_0432,diyala,al.khalis,Markaz Al Khalis,0432 (Markaz Al Khalis)
2401010,1,cluster_location_id_0433,diyala,al.khalis,Al Mohandseen Alzraeen Village,0433 (Al Mohandseen Alzraeen Village)
2401014,1,cluster_location_id_0434,diyala,balad,Al Sindiyah village,0434 (Al Sindiyah village)
2401021,1,cluster_location_id_0435,diyala,al.khalis,Al-Sadah Village,0435 (Al-Sadah Village)
2401023,1,cluster_location_id_0436,diyala,al.khalis,Arab Hafedh Village,0436 (Arab Hafedh Village)
2401025,2,cluster_location_id_0437,diyala,al.khalis,Arab Shanon,0437 (Arab Shanon)
2401029,1,cluster_location_id_0438,diyala,al.khalis,Dawod Al-Salom village,0438 (Dawod Al-Salom village)
2401032,1,cluster_location_id_0439,diyala,al.khalis,Markaz Hibhib,0439 (Markaz Hibhib)
2401036,1,cluster_location_id_0440,diyala,al.khalis,Hibhib-Al Asry Qtr,0440 (Hibhib-Al Asry Qtr)
2401040,1,cluster_location_id_0441,diyala,al.khalis,Hibhib-Al Shohadaa Qtr,0441 (Hibhib-Al Shohadaa Qtr)
2401042,1,cluster_location_id_0442,diyala,al.khalis,Hibhib-Hay Al Resala,0442 (Hibhib-Hay Al Resala)
2401043,2,cluster_location_id_0443,diyala,al.khalis,Jadidat Al Shat village,0443 (Jadidat Al Shat village)
2401046,1,cluster_location_id_0444,diyala,al.khalis,Saif Saad Qtr,0444 (Saif Saad Qtr)
2401048,1,cluster_location_id_0445,diyala,al.khalis,Al Aqssa Village,0445 (Al Aqssa Village)
2401049,1,cluster_location_id_0446,diyala,al.khalis,Bizayiz Sherwin Village,0446 (Bizayiz Sherwin Village)
2401057,1,cluster_location_id_0447,diyala,al.khalis,Habib Al Abdulla Village,0447 (Habib Al Abdulla Village)
2401063,1,cluster_location_id_0448,diyala,al.khalis,Dalli Abass-The Old Qtr,0448 (Dalli Abass-The Old Qtr)
2401064,1,cluster_location_id_0449,diyala,al.khalis,Dalli Abass-Al Rasheed Qtr,0449 (Dalli Abass-Al Rasheed Qtr)
2401068,1,cluster_location_id_0450,diyala,al.khalis,Mohammed Ali Village,0450 (Mohammed Ali Village)
2401093,1,cluster_location_id_0451,diyala,al.khalis,Ein Layla village,0451 (Ein Layla village)
2401107,1,cluster_location_id_0452,diyala,al.khalis,Mansouriyat Al Gabal,0452 (Mansouriyat Al Gabal)
2401109,1,cluster_location_id_0453,diyala,al.khalis,Al Idhem Center,0453 (Al Idhem Center)
2401114,1,cluster_location_id_0454,diyala,samarra,Albo Sarah Village,0454 (Albo Sarah Village)
2401130,1,cluster_location_id_0455,diyala,al.khalis,Albo Baker,0455 (Albo Baker)
2402006,1,cluster_location_id_0456,diyala,al.muqdadiya,Al Aali Village,0456 (Al Aali Village)
2402009,1,cluster_location_id_0457,diyala,al.muqdadiya,A Hammadi Village,0457 (A Hammadi Village)
2402010,1,cluster_location_id_0458,diyala,al.muqdadiya,Al Igaidat Village,0458 (Al Igaidat Village)
2402012,1,cluster_location_id_0459,diyala,al.muqdadiya,Al Lihayb Village,0459 (Al Lihayb Village)
2402016,1,cluster_location_id_0460,diyala,al.khalis,Al Shekha Village,0460 (Al Shekha Village)
2402018,1,cluster_location_id_0461,diyala,al.muqdadiya,Al Somood Qtr,0461 (Al Somood Qtr)
2402019,1,cluster_location_id_0462,diyala,al.muqdadiya,AlTaiha Qtr,0462 (AlTaiha Qtr)
2402020,1,cluster_location_id_0463,diyala,al.muqdadiya,Al Tinaira Village,0463 (Al Tinaira Village)
2402027,1,cluster_location_id_0464,diyala,al.muqdadiya,Al Mataar Qtr,0464 (Al Mataar Qtr)
2402031,1,cluster_location_id_0465,diyala,al.muqdadiya,Hembes Village,0465 (Hembes Village)
2402032,1,cluster_location_id_0466,diyala,al.muqdadiya,Imam Talib Village,0466 (Imam Talib Village)
2402037,1,cluster_location_id_0467,diyala,al.muqdadiya,Nofal village,0467 (Nofal village)
2402052,1,cluster_location_id_0468,diyala,al.muqdadiya,Al Bayat Village,0468 (Al Bayat Village)
2402053,1,cluster_location_id_0469,diyala,al.muqdadiya,Al Mahata Village,0469 (Al Mahata Village)
2403001,1,cluster_location_id_0470,diyala,baquba,Markaz Al Abara,0470 (Markaz Al Abara)
2403004,1,cluster_location_id_0471,diyala,baquba,Al Gatoon-Al Mujama Qtr,0471 (Al Gatoon-Al Mujama Qtr)
2403005,1,cluster_location_id_0472,diyala,baquba,Al Gatoon-Al rahma,0472 (Al Gatoon-Al rahma)
2403008,2,cluster_location_id_0473,diyala,baquba,Al Mafraq,0473 (Al Mafraq)
2403010,1,cluster_location_id_0474,diyala,baquba,Al Rasool Qtr,0474 (Al Rasool Qtr)
2403015,1,cluster_location_id_0475,diyala,baquba,Al Tahreer,0475 (Al Tahreer)
2403022,1,cluster_location_id_0476,diyala,baquba,Al-Swamra village,0476 (Al-Swamra village)
2403029,1,cluster_location_id_0477,diyala,baquba,Buhriz-Al-Asri Qtr,0477 (Buhriz-Al-Asri Qtr)
2403036,1,cluster_location_id_0478,diyala,baquba,Al Intesar-1 Qtr,0478 (Al Intesar-1 Qtr)
2403039,1,cluster_location_id_0479,diyala,baquba,Al Salam Qtr,0479 (Al Salam Qtr)
2403040,1,cluster_location_id_0480,diyala,baquba,Al-Mualimeen-Shahid wadah Qtr,0480 (Al-Mualimeen-Shahid wadah Qtr)
2403044,1,cluster_location_id_0481,diyala,baquba,Markaz Kanaan,0481 (Markaz Kanaan)
2403060,1,cluster_location_id_0482,diyala,baquba,Sesbana Village,0482 (Sesbana Village)
2403062,1,cluster_location_id_0483,diyala,baquba,Mohamed sakran,0483 (Mohamed sakran)
2404001,1,cluster_location_id_0484,diyala,baladruz,Al Bazaniya village,0484 (Al Bazaniya village)
2404010,1,cluster_location_id_0485,diyala,baladruz,Al-Ramaila Village,0485 (Al-Ramaila Village)
2404015,1,cluster_location_id_0486,diyala,baladruz,Dur Mandiliy Qtr,0486 (Dur Mandiliy Qtr)
2404016,1,cluster_location_id_0487,diyala,baladruz,Hay Al Bakir,0487 (Hay Al Bakir)
2404020,1,cluster_location_id_0488,diyala,baladruz,Markaz Mandali,0488 (Markaz Mandali)
2405013,2,cluster_location_id_0489,diyala,khanaqin,alkubeah small village,0489 (alkubeah small village)
2405020,1,cluster_location_id_0490,diyala,khanaqin,Bakhtiari Qtr,0490 (Bakhtiari Qtr)
2405030,1,cluster_location_id_0491,diyala,khanaqin,Alshortah Qtr,0491 (Alshortah Qtr)
2405034,1,cluster_location_id_0492,diyala,kifri,Markaz Jabara,0492 (Markaz Jabara)
2405041,1,cluster_location_id_0493,diyala,kifri,Khozifah village,0493 (Khozifah village)
2405055,1,cluster_location_id_0494,diyala,khanaqin,Rapren-2 Qtr,0494 (Rapren-2 Qtr)
2405062,1,cluster_location_id_0495,diyala,khanaqin,Sirwan Qtr,0495 (Sirwan Qtr)
2405068,2,cluster_location_id_0496,diyala,khanaqin,Tula Frosh Qtr,0496 (Tula Frosh Qtr)
2405070,1,cluster_location_id_0497,diyala,khanaqin,Zurab village,0497 (Zurab village)
2405072,1,cluster_location_id_0498,diyala,khanaqin,Al Husaini Village,0498 (Al Husaini Village)
2405077,1,cluster_location_id_0499,diyala,khanaqin,Banmil-2 Qtr,0499 (Banmil-2 Qtr)
2405080,1,cluster_location_id_0500,diyala,khanaqin,Agha and Khalifa,0500 (Agha and Khalifa)
2405084,1,cluster_location_id_0501,diyala,khanaqin,Said Ahmed Village,0501 (Said Ahmed Village)
2405087,1,cluster_location_id_0502,diyala,khanaqin,17Tamooz Qtr,0502 (17Tamooz Qtr)
2405090,1,cluster_location_id_0503,diyala,khanaqin,Al Rabe Al Thaniya Qtr,0503 (Al Rabe Al Thaniya Qtr)
