psu,n,new_ID,governorate,district,name,label
2709041,1,cluster_location_id_0762,ninewa,tilkaef,Manara,0762 (Manara)
2709045,2,cluster_location_id_0763,ninewa,tilkaef,Tallsquf,0763 (Tallsquf)
2709052,1,cluster_location_id_0764,ninewa,tilkaef,Mosul Dam,0764 (Mosul Dam)
2709060,1,cluster_location_id_0765,ninewa,tilkaef,Sada Area,0765 (Sada Area)
2709075,1,cluster_location_id_0766,ninewa,tilkaef,Felfel,0766 (Felfel)
2801001,1,cluster_location_id_0767,salah al-din,al.daur,Al-Khadhra area,0767 (Al-Khadhra area)
2801013,1,cluster_location_id_0768,salah al-din,al.daur,Al Asriyah village,0768 (Al Asriyah village)
2801015,1,cluster_location_id_0769,salah al-din,al.daur,Al Mujammaa Al Sakani,0769 (Al Mujammaa Al Sakani)
2801016,1,cluster_location_id_0770,salah al-din,al.daur,Hay Abu Dalaf,0770 (Hay Abu Dalaf)
2801017,1,cluster_location_id_0771,salah al-din,al.daur,Hay Al Aboor,0771 (Hay Al Aboor)
2801018,1,cluster_location_id_0772,salah al-din,al.daur,Hay Al Askri,0772 (Hay Al Askri)
2801020,1,cluster_location_id_0773,salah al-din,al.daur,Hay Al Sharqiyah,0773 (Hay Al Sharqiyah)
2801021,1,cluster_location_id_0774,salah al-din,al.daur,Hay Tal Al Banat,0774 (Hay Tal Al Banat)
2801022,1,cluster_location_id_0775,salah al-din,al.daur,Hay Al Qadisiah,0775 (Hay Al Qadisiah)
2802003,1,cluster_location_id_0776,salah al-din,al.shirqat,Al Fajir village(Al Tasni),0776 (Al Fajir village(Al Tasni))
2802007,2,cluster_location_id_0777,salah al-din,al.shirqat,Hay Al Jumiala,0777 (Hay Al Jumiala)
2802012,1,cluster_location_id_0778,salah al-din,beygee,Awad Al Tawee complex,0778 (Awad Al Tawee complex)
2802013,2,cluster_location_id_0779,salah al-din,al.shirqat,Baaja,0779 (Baaja)
2802015,2,cluster_location_id_0780,salah al-din,al.shirqat,Hay Al Askari,0780 (Hay Al Askari)
2802016,3,cluster_location_id_0781,salah al-din,al.shirqat,Hay Al Qasbah,0781 (Hay Al Qasbah)
2802025,1,cluster_location_id_0782,salah al-din,al.shirqat,Qaryat Al Sabkha,0782 (Qaryat Al Sabkha)
2802028,2,cluster_location_id_0783,salah al-din,al.shirqat,Tal Al Jumiala area,0783 (Tal Al Jumiala area)
2802029,1,cluster_location_id_0784,salah al-din,al.shirqat,Tulul Baq,0784 (Tulul Baq)
2802034,1,cluster_location_id_0785,salah al-din,al.shirqat,Hay Al-Khasim Al-Qadem village,0785 (Hay Al-Khasim Al-Qadem village)
2802039,1,cluster_location_id_0786,salah al-din,al.shirqat,Al-Ayitha Village,0786 (Al-Ayitha Village)
2802041,1,cluster_location_id_0787,salah al-din,al.shirqat,Hay Al-noor,0787 (Hay Al-noor)
2802046,1,cluster_location_id_0788,salah al-din,al.shirqat,Sudayrah Tak Tak Village,0788 (Sudayrah Tak Tak Village)
2802047,1,cluster_location_id_0789,salah al-din,al.shirqat,Sudayrah Aulya Village,0789 (Sudayrah Aulya Village)
2802048,1,cluster_location_id_0790,salah al-din,al.shirqat,Sudayrah Westa Village,0790 (Sudayrah Westa Village)
2802049,1,cluster_location_id_0791,salah al-din,beygee,Al-Salman village,0791 (Al-Salman village)
2802052,1,cluster_location_id_0792,salah al-din,al.shirqat,Al-Mashhad Village,0792 (Al-Mashhad Village)
2802068,1,cluster_location_id_0793,salah al-din,al.shirqat,Anig Al-Hawa village,0793 (Anig Al-Hawa village)
2803001,1,cluster_location_id_0794,salah al-din,beygee,Al Mushhaq Village,0794 (Al Mushhaq Village)
2803002,1,cluster_location_id_0795,salah al-din,samarra,Al Namel Village,0795 (Al Namel Village)
2803006,1,cluster_location_id_0796,salah al-din,daquq,Hay Tal Al Zatar-mahalla 219,0796 (Hay Tal Al Zatar-mahalla 219)
2803010,2,cluster_location_id_0797,salah al-din,beygee,Qaryat Al Sareen,0797 (Qaryat Al Sareen)
2803014,1,cluster_location_id_0798,salah al-din,beygee,Hay Alasmida,0798 (Hay Alasmida)
2803015,1,cluster_location_id_0799,salah al-din,beygee,Albu Tuama Village,0799 (Albu Tuama Village)
2803016,1,cluster_location_id_0800,salah al-din,beygee,Al Hamra village,0800 (Al Hamra village)
2803017,2,cluster_location_id_0801,salah al-din,beygee,Al Hejaj Village-13,0801 (Al Hejaj Village-13)
2803018,1,cluster_location_id_0802,salah al-din,beygee,Al Mazraa Village,0802 (Al Mazraa Village)
2803022,1,cluster_location_id_0803,salah al-din,beygee,Al-Zweeyah Village ,0803 (Al-Zweeyah Village )
2803023,1,cluster_location_id_0804,salah al-din,beygee,Al-asry Al-Jnoby neighborhood,0804 (Al-asry Al-Jnoby neighborhood)
2803029,1,cluster_location_id_0805,salah al-din,beygee,Hay Altameem,0805 (Hay Altameem)
2803032,1,cluster_location_id_0806,salah al-din,beygee,Hay Alrisalah,0806 (Hay Alrisalah)
2803037,1,cluster_location_id_0807,salah al-din,beygee,Sheik Ali village,0807 (Sheik Ali village)
2803040,1,cluster_location_id_0808,salah al-din,beygee,Alharejiya village,0808 (Alharejiya village)
2804001,1,cluster_location_id_0809,salah al-din,samarra,Al Hardaniyah,0809 (Al Hardaniyah)
2804005,3,cluster_location_id_0810,salah al-din,balad,Albu Jewari,0810 (Albu Jewari)
2804006,1,cluster_location_id_0811,salah al-din,balad,Al-Duloeyah-Hay Al Jubor,0811 (Al-Duloeyah-Hay Al Jubor)
2804007,1,cluster_location_id_0812,salah al-din,balad,Al-Duloeyah-Hay khazraj,0812 (Al-Duloeyah-Hay khazraj)
2804009,1,cluster_location_id_0813,salah al-din,balad,Beshakan village,0813 (Beshakan village)
2804016,2,cluster_location_id_0814,salah al-din,balad,Al-Juboor Village,0814 (Al-Juboor Village)
2804017,1,cluster_location_id_0815,salah al-din,balad,AL-Eshaqi center,0815 (AL-Eshaqi center)
2804018,1,cluster_location_id_0816,salah al-din,balad,Yathrib sub distrct ,0816 (Yathrib sub distrct )
2804021,1,cluster_location_id_0817,salah al-din,balad,Al_Farhateya village,0817 (Al_Farhateya village)
2804022,1,cluster_location_id_0818,salah al-din,balad,Balad station,0818 (Balad station)
2804023,1,cluster_location_id_0819,salah al-din,balad,Sinjaar,0819 (Sinjaar)
2804026,1,cluster_location_id_0820,salah al-din,balad,Aziz Balad,0820 (Aziz Balad)
2805001,1,cluster_location_id_0821,salah al-din,balad,14 Ramadhan,0821 (14 Ramadhan)
2805005,1,cluster_location_id_0822,salah al-din,balad,Al Zuheari Village,0822 (Al Zuheari Village)
2805008,1,cluster_location_id_0823,salah al-din,balad,Bezna Village,0823 (Bezna Village)
2805010,1,cluster_location_id_0824,salah al-din,balad,Hay Al Hussien,0824 (Hay Al Hussien)
2805016,1,cluster_location_id_0825,salah al-din,balad,Markaz Al-Dujeel-Al Shabab village,0825 (Markaz Al-Dujeel-Al Shabab village)
2805018,1,cluster_location_id_0826,salah al-din,balad,Markaz Al-Dujeel-Hay Al Wihda Mahala 101,0826 (Markaz Al-Dujeel-Hay Al Wihda Mahala 101)
2805019,1,cluster_location_id_0827,salah al-din,balad,Markaz Al-Dujeel-Hay Al Wihda Mahala 103,0827 (Markaz Al-Dujeel-Hay Al Wihda Mahala 103)
2806003,1,cluster_location_id_0828,salah al-din,samarra,Al Jubairiyah Al Thalitha,0828 (Al Jubairiyah Al Thalitha)
2806005,2,cluster_location_id_0829,salah al-din,samarra,Al Qala-Mahal 201,0829 (Al Qala-Mahal 201)
2806006,1,cluster_location_id_0830,salah al-din,samarra,Al Sayoya-Mahala 1,0830 (Al Sayoya-Mahala 1)
2806007,1,cluster_location_id_0831,salah al-din,samarra,Al_Jazera,0831 (Al_Jazera)
2806008,3,cluster_location_id_0832,salah al-din,samarra,Al-Abasiya Village,0832 (Al-Abasiya Village)
2806009,1,cluster_location_id_0833,salah al-din,samarra,Al-Efraz area,0833 (Al-Efraz area)
2806010,3,cluster_location_id_0834,salah al-din,samarra,Al-Hewaish area,0834 (Al-Hewaish area)
2806012,1,cluster_location_id_0835,salah al-din,samarra,Al-Shuhadaa-Mahalla 324,0835 (Al-Shuhadaa-Mahalla 324)
2806014,1,cluster_location_id_0836,salah al-din,samarra,Hay Al Baladiya-104,0836 (Hay Al Baladiya-104)
2806015,1,cluster_location_id_0837,salah al-din,samarra,Hay Al Dhubbat-Mahalla 334,0837 (Hay Al Dhubbat-Mahalla 334)
2806016,1,cluster_location_id_0838,salah al-din,samarra,Hay Al Dubhat-Mahalla 336,0838 (Hay Al Dubhat-Mahalla 336)
2806025,2,cluster_location_id_0839,salah al-din,samarra,Hay Al Zuhoor(Al qala 4)Mahala 202,0839 (Hay Al Zuhoor(Al qala 4)Mahala 202)
2806027,1,cluster_location_id_0840,salah al-din,samarra,Hay Al-Khathraa Mahala 322,0840 (Hay Al-Khathraa Mahala 322)
2806030,1,cluster_location_id_0841,salah al-din,samarra,Hay Salah Al-Din(Mahala 302),0841 (Hay Salah Al-Din(Mahala 302))
2806037,1,cluster_location_id_0842,salah al-din,samarra,Al-Tresha-Albu Fahed,0842 (Al-Tresha-Albu Fahed)
2806039,1,cluster_location_id_0843,salah al-din,samarra,Al-Tresha-Albu Shatb,0843 (Al-Tresha-Albu Shatb)
2806048,1,cluster_location_id_0844,salah al-din,samarra,Al-Jillam area,0844 (Al-Jillam area)
2806050,1,cluster_location_id_0845,salah al-din,samarra,Hawi Albsat,0845 (Hawi Albsat)
2806053,1,cluster_location_id_0846,salah al-din,samarra,Mahalla Makeshfa,0846 (Mahalla Makeshfa)
2806055,1,cluster_location_id_0847,salah al-din,al.khalis,Banat Al-hassan village,0847 (Banat Al-hassan village)
2808001,1,cluster_location_id_0848,salah al-din,tikrit,Al Ahad Al Jadid village,0848 (Al Ahad Al Jadid village)
2808002,2,cluster_location_id_0849,salah al-din,tikrit,Hay Al Askari,0849 (Hay Al Askari)
2808004,1,cluster_location_id_0850,salah al-din,tikrit,Al Haweja village-AlAbady,0850 (Al Haweja village-AlAbady)
2808007,1,cluster_location_id_0851,salah al-din,tikrit,Al Namah Al ShamaliyahVillage,0851 (Al Namah Al ShamaliyahVillage)
2808011,1,cluster_location_id_0852,salah al-din,tikrit,Awajealah Quarter,0852 (Awajealah Quarter)
2808016,2,cluster_location_id_0853,salah al-din,tikrit,Hay Al sinay-Al samad,0853 (Hay Al sinay-Al samad)
2808024,1,cluster_location_id_0854,salah al-din,tikrit,Sadayrat Abo Ajeel,0854 (Sadayrat Abo Ajeel)
2808025,2,cluster_location_id_0855,salah al-din,tikrit,Samrah Village,0855 (Samrah Village)
2808028,2,cluster_location_id_0856,salah al-din,tikrit,Qadisya 2 500 Area,0856 (Qadisya 2 500 Area)
2808031,1,cluster_location_id_0857,salah al-din,tikrit,Al-Mutaradah 204,0857 (Al-Mutaradah 204)
2808037,1,cluster_location_id_0858,salah al-din,tikrit,Hay Sheshen Mahal 408,0858 (Hay Sheshen Mahal 408)
2808047,1,cluster_location_id_0859,salah al-din,tikrit,Al Zallayah village,0859 (Al Zallayah village)
2808058,2,cluster_location_id_0860,salah al-din,tikrit,Hay Salma Altaghlubia,0860 (Hay Salma Altaghlubia)
2808061,2,cluster_location_id_0861,salah al-din,tikrit,Qadisya 1 Mahala 214,0861 (Qadisya 1 Mahala 214)
2808062,1,cluster_location_id_0862,salah al-din,tikrit,Qadisya 2 Mahala 216,0862 (Qadisya 2 Mahala 216)
2808063,1,cluster_location_id_0863,salah al-din,tikrit,Tal-Al Sibaat Village,0863 (Tal-Al Sibaat Village)
2808069,1,cluster_location_id_0864,salah al-din,tikrit,Hay Alziraa,0864 (Hay Alziraa)
2808071,1,cluster_location_id_0865,salah al-din,tikrit,Hay Alqalaa,0865 (Hay Alqalaa)
2808072,1,cluster_location_id_0866,salah al-din,tikrit,Hay Alkahrbaa,0866 (Hay Alkahrbaa)
2808073,1,cluster_location_id_0867,salah al-din,tikrit,Hay Alfirdous,0867 (Hay Alfirdous)
2808074,1,cluster_location_id_0868,salah al-din,tikrit,Hay Al-Tajneed,0868 (Hay Al-Tajneed)
2808076,1,cluster_location_id_0869,salah al-din,tikrit,Hay Al-Wihda,0869 (Hay Al-Wihda)
2808077,1,cluster_location_id_0870,salah al-din,beygee,Al-Muskarat,0870 (Al-Muskarat)
2808080,1,cluster_location_id_0871,salah al-din,tikrit,Mahalla Al Aed,0871 (Mahalla Al Aed)
2808081,2,cluster_location_id_0872,salah al-din,tikrit,Hay Al Dhubbat,0872 (Hay Al Dhubbat)
2808084,1,cluster_location_id_0873,salah al-din,tikrit,Al Auja village ,0873 (Al Auja village )
2808085,2,cluster_location_id_0874,salah al-din,tikrit,Al-Dibsa Village,0874 (Al-Dibsa Village)
2808089,2,cluster_location_id_0875,salah al-din,tikrit,Al-Qadisya Complex,0875 (Al-Qadisya Complex)
2809001,1,cluster_location_id_0876,salah al-din,tooz.khurmato,Hay Al Sideeq Mahalla 105,0876 (Hay Al Sideeq Mahalla 105)
2809004,1,cluster_location_id_0877,salah al-din,tooz.khurmato,Hay Garmian,0877 (Hay Garmian)
2809005,3,cluster_location_id_0878,salah al-din,tooz.khurmato,Hay Komari-120,0878 (Hay Komari-120)
2809007,3,cluster_location_id_0879,salah al-din,tooz.khurmato,Hay Rizgari-114,0879 (Hay Rizgari-114)
2809008,1,cluster_location_id_0880,salah al-din,daquq,Hay Shoraw-1,0880 (Hay Shoraw-1)
2809010,2,cluster_location_id_0881,salah al-din,tooz.khurmato,Markaz Tooz-Hay Al Askari,0881 (Markaz Tooz-Hay Al Askari)
2809012,1,cluster_location_id_0882,salah al-din,tooz.khurmato,Markaz Tooz-Hay Al Taiyar 122,0882 (Markaz Tooz-Hay Al Taiyar 122)
2809015,2,cluster_location_id_0883,salah al-din,tooz.khurmato,Markaz Tooz-Hay Brayati,0883 (Markaz Tooz-Hay Brayati)
2809018,1,cluster_location_id_0884,salah al-din,tooz.khurmato,Sankur,0884 (Sankur)
2809021,1,cluster_location_id_0885,salah al-din,tooz.khurmato,Tooz-Hay Al Teen,0885 (Tooz-Hay Al Teen)
2809022,2,cluster_location_id_0886,salah al-din,tooz.khurmato,Unformal Shelter,0886 (Unformal Shelter)
2809023,1,cluster_location_id_0887,salah al-din,tooz.khurmato,Brawchili village,0887 (Brawchili village)
2809025,1,cluster_location_id_0888,salah al-din,tooz.khurmato,Hay Al-Askary,0888 (Hay Al-Askary)
2809027,1,cluster_location_id_0889,salah al-din,tooz.khurmato,Hay Al-Nasr,0889 (Hay Al-Nasr)
2809051,1,cluster_location_id_0890,salah al-din,chamchamal,Milnaser Village,0890 (Milnaser Village)
2809058,1,cluster_location_id_0891,salah al-din,tooz.khurmato,Sulayman Beg sub district center,0891 (Sulayman Beg sub district center)
2809059,1,cluster_location_id_0892,salah al-din,tooz.khurmato,Al-Salam Village,0892 (Al-Salam Village)
2903005,1,cluster_location_id_0893,wassit,al.suwaira,Hay Al-Jihad,0893 (Hay Al-Jihad)
2903009,1,cluster_location_id_0894,wassit,al.suwaira,Hay Al-askary,0894 (Hay Al-askary)
2903014,1,cluster_location_id_0895,wassit,al.suwaira,Hay Al-Furat,0895 (Hay Al-Furat)
2903022,1,cluster_location_id_0896,wassit,al.suwaira,Hay Al-Jameya,0896 (Hay Al-Jameya)
2904011,1,cluster_location_id_0897,wassit,al.suwaira,Al-Azezia 150 area,0897 (Al-Azezia 150 area)
2904014,1,cluster_location_id_0898,wassit,al.suwaira,Al-Dawar Al-Sharqi,0898 (Al-Dawar Al-Sharqi)
2904021,1,cluster_location_id_0899,wassit,al.suwaira,Al-Khamas 3,0899 (Al-Khamas 3)
2904035,1,cluster_location_id_0900,wassit,al.suwaira,Al-Tanmeya,0900 (Al-Tanmeya)
2904044,1,cluster_location_id_0901,wassit,al.suwaira,Al Shabab 1,0901 (Al Shabab 1)
2904046,1,cluster_location_id_0902,wassit,al.suwaira,Hay Al-Askari 3,0902 (Hay Al-Askari 3)
2904059,1,cluster_location_id_0903,wassit,al.suwaira,Taj al-dien,0903 (Taj al-dien)
2904060,1,cluster_location_id_0904,wassit,al.suwaira,Taj al-dien center 1,0904 (Taj al-dien center 1)
2906001,1,cluster_location_id_0905,wassit,al.kut,Al Batar village,0905 (Al Batar village)
2906004,1,cluster_location_id_0906,wassit,al.kut,Al Hasan Al Askari,0906 (Al Hasan Al Askari)
2906023,2,cluster_location_id_0907,wassit,al.kut,Hay Al-Hawaraa 3,0907 (Hay Al-Hawaraa 3)
2906025,1,cluster_location_id_0908,wassit,al.kut,Al-Jihad Al-Zahraa,0908 (Al-Jihad Al-Zahraa)
2906031,1,cluster_location_id_0909,wassit,al.kut,Al-Sebtain W Al-Maamel,0909 (Al-Sebtain W Al-Maamel)
2906041,1,cluster_location_id_0910,wassit,al.kut,Damook Al-Dhbat,0910 (Damook Al-Dhbat)
2906051,2,cluster_location_id_0911,wassit,al.kut,Al-Jihad-Al Thaqalain,0911 (Al-Jihad-Al Thaqalain)
2906052,1,cluster_location_id_0912,wassit,al.kut,Hay Al Wehda,0912 (Hay Al Wehda)
2906055,1,cluster_location_id_0913,wassit,al.kut,Hay Al-Hakeem,0913 (Hay Al-Hakeem)
2906056,1,cluster_location_id_0914,wassit,al.kut,Hay Al-Karar,0914 (Hay Al-Karar)
2906058,1,cluster_location_id_0915,wassit,al.kut,Hay Al-Shuhadaa,0915 (Hay Al-Shuhadaa)
2906059,1,cluster_location_id_0916,wassit,al.kut,Hay al-zahraa,0916 (Hay al-zahraa)
2906064,1,cluster_location_id_0917,wassit,al.kut,Sewada Said Shati,0917 (Sewada Said Shati)
2906069,1,cluster_location_id_0918,wassit,al.kut,Um Hulail Village,0918 (Um Hulail Village)
2906071,1,cluster_location_id_0919,wassit,al.kut,Al-Umarat-Al-Mutamaizeen,0919 (Al-Umarat-Al-Mutamaizeen)
2906072,1,cluster_location_id_0920,wassit,al.kut,Al Hakeem Al-Ula,0920 (Al Hakeem Al-Ula)
2906073,1,cluster_location_id_0921,wassit,al.kut,Al Hakeem Al-Thania,0921 (Al Hakeem Al-Thania)
3105013,1,cluster_location_id_0922,basrah,al.basrah,Al Ashar Center,0922 (Al Ashar Center)
3105025,1,cluster_location_id_0923,basrah,al.basrah,Al Jumhuriya,0923 (Al Jumhuriya)
3105026,1,cluster_location_id_0924,basrah,al.basrah,Al Kaim 1,0924 (Al Kaim 1)
3105030,2,cluster_location_id_0925,basrah,al.basrah,AL Mowafaqiah,0925 (AL Mowafaqiah)
3105044,1,cluster_location_id_0926,basrah,al.basrah,Al-Baker & Al-Ahrar,0926 (Al-Baker & Al-Ahrar)
3105047,1,cluster_location_id_0927,basrah,al.basrah,Al-hakemia,0927 (Al-hakemia)
3105049,1,cluster_location_id_0928,basrah,al.basrah,Al-Jnaina,0928 (Al-Jnaina)
3105068,1,cluster_location_id_0929,basrah,al.basrah,Braiha,0929 (Braiha)
3105069,1,cluster_location_id_0930,basrah,al.basrah,Casino Lebnan,0930 (Casino Lebnan)
3105094,2,cluster_location_id_0931,basrah,al.basrah,Hay Al Risalah,0931 (Hay Al Risalah)
3105100,1,cluster_location_id_0932,basrah,al.basrah,Hay Al-Husain 3,0932 (Hay Al-Husain 3)
3105112,2,cluster_location_id_0933,basrah,al.basrah,Manawi pasha,0933 (Manawi pasha)
3105123,1,cluster_location_id_0934,basrah,al.basrah,Al Khaleej1,0934 (Al Khaleej1)
3205002,2,cluster_location_id_0935,missan,al.kahla,Al Hay Al JameI,0935 (Al Hay Al JameI)
3205006,1,cluster_location_id_0936,missan,al.kahla,Al Salam,0936 (Al Salam)
3205019,1,cluster_location_id_0937,missan,al.kahla,Hay Al Karar,0937 (Hay Al Karar)
3205026,1,cluster_location_id_0938,missan,al.kahla,Hay Al Rasool,0938 (Hay Al Rasool)
3205031,1,cluster_location_id_0939,missan,al.kahla,Hay Al-Ameer,0939 (Hay Al-Ameer)
3206007,1,cluster_location_id_0940,missan,al.kahla,Hay Al-Ameer,0940 (Hay Al-Ameer)
3402016,1,cluster_location_id_0941,najaf,al.kufa,Albu Hadary,0941 (Albu Hadary)
3402019,1,cluster_location_id_0942,najaf,al.kufa,Alwat Al Fahal,0942 (Alwat Al Fahal)
3402035,1,cluster_location_id_0943,najaf,al.kufa,Maytham Al Tamar,0943 (Maytham Al Tamar)
3402041,1,cluster_location_id_0944,najaf,al.kufa,Al Kreishat Al Shimaliya,0944 (Al Kreishat Al Shimaliya)
3403003,1,cluster_location_id_0945,najaf,al.najaf,Al bory,0945 (Al bory)
3403012,1,cluster_location_id_0946,najaf,al.najaf,AL JEDAIDA,0946 (AL JEDAIDA)
3403032,1,cluster_location_id_0947,najaf,al.najaf,Aljadidah alulah,0947 (Aljadidah alulah)
3403035,1,cluster_location_id_0948,najaf,al.kufa,AL-RADHAWIYA,0948 (AL-RADHAWIYA)
3403039,1,cluster_location_id_0949,najaf,al.najaf,Hay Al Ameer,0949 (Hay Al Ameer)
3403049,1,cluster_location_id_0950,najaf,al.najaf,Al-Shaheed Al-Sadar 1,0950 (Al-Shaheed Al-Sadar 1)
3403055,1,cluster_location_id_0951,najaf,al.najaf,Hay Al zahraa-Al Haidariyah,0951 (Hay Al zahraa-Al Haidariyah)
3403075,1,cluster_location_id_0952,najaf,al.najaf,Shawafi Village,0952 (Shawafi Village)
3403079,1,cluster_location_id_0953,najaf,al.najaf,Mafraq Al-Kefal,0953 (Mafraq Al-Kefal)
3403080,2,cluster_location_id_0954,najaf,al.najaf,Al-Mazarea AL-Westa,0954 (Al-Mazarea AL-Westa)
3403081,2,cluster_location_id_0955,najaf,al.najaf,Al-Qasim,0955 (Al-Qasim)
3403082,1,cluster_location_id_0956,najaf,al.najaf,Markaz Alhaidariya,0956 (Markaz Alhaidariya)
3403084,2,cluster_location_id_0957,najaf,al.najaf,Mazara Al-Hawli,0957 (Mazara Al-Hawli)
3403085,2,cluster_location_id_0958,najaf,al.najaf,Fadak Village,0958 (Fadak Village)
3403086,2,cluster_location_id_0959,najaf,al.kufa,Al-Mazara 2,0959 (Al-Mazara 2)
3403088,2,cluster_location_id_0960,najaf,al.najaf,Al-Shaheed Al-Sadar-Shareet,0960 (Al-Shaheed Al-Sadar-Shareet)
3403089,1,cluster_location_id_0961,najaf,al.najaf,Al-Ghadeer Village complex,0961 (Al-Ghadeer Village complex)
3504014,1,cluster_location_id_0962,thi-qar,al.nasiriya,Al Sharqiya,0962 (Al Sharqiya)
3504021,1,cluster_location_id_0963,thi-qar,al.nasiriya,Al-Salhiya,0963 (Al-Salhiya)
3504024,1,cluster_location_id_0964,thi-qar,al.nasiriya,Al-zielat,0964 (Al-zielat)
3504025,1,cluster_location_id_0965,thi-qar,al.nasiriya,Aredo,0965 (Aredo)
3504028,1,cluster_location_id_0966,thi-qar,al.nasiriya,Hay Al Ameer,0966 (Hay Al Ameer)
3504029,1,cluster_location_id_0967,thi-qar,al.nasiriya,Hay Al Fidaa,0967 (Hay Al Fidaa)
3504031,1,cluster_location_id_0968,thi-qar,al.nasiriya,Hay Al Mualimeen,0968 (Hay Al Mualimeen)
3504033,1,cluster_location_id_0969,thi-qar,al.nasiriya,Hay Al Tadhihiya,0969 (Hay Al Tadhihiya)
3504041,1,cluster_location_id_0970,thi-qar,al.nasiriya,Nassriya-Hey 400,0970 (Nassriya-Hey 400)
3504042,1,cluster_location_id_0971,thi-qar,al.nasiriya,Sadir City,0971 (Sadir City)
3504051,1,cluster_location_id_0972,thi-qar,al.nasiriya,Um Al Dood,0972 (Um Al Dood)
3504054,1,cluster_location_id_0973,thi-qar,al.nasiriya,Hay AL-Mansouria,0973 (Hay AL-Mansouria)
3603003,1,cluster_location_id_0974,qadissiya,al.diwaniya,Al Mojamaa Al Sakani,0974 (Al Mojamaa Al Sakani)
3603004,1,cluster_location_id_0975,qadissiya,al.diwaniya,Hay Al Ghadir,0975 (Hay Al Ghadir)
3603008,1,cluster_location_id_0976,qadissiya,al.diwaniya,Al himran village,0976 (Al himran village)
3603009,1,cluster_location_id_0977,qadissiya,al.diwaniya,Um tibashi village,0977 (Um tibashi village)
3603010,2,cluster_location_id_0978,qadissiya,al.diwaniya,Albo Hasan village,0978 (Albo Hasan village)
3603011,1,cluster_location_id_0979,qadissiya,al.diwaniya,Hay Al Wihda 2,0979 (Hay Al Wihda 2)
3603017,1,cluster_location_id_0980,qadissiya,al.diwaniya,Albu Khnefis village,0980 (Albu Khnefis village)
3603025,1,cluster_location_id_0981,qadissiya,al.diwaniya,Al-Jazaair 2,0981 (Al-Jazaair 2)
3603033,2,cluster_location_id_0982,qadissiya,al.diwaniya,Al-Jabaar village,0982 (Al-Jabaar village)
3603034,1,cluster_location_id_0983,qadissiya,al.diwaniya,Hay Al-Hussain,0983 (Hay Al-Hussain)
3603047,1,cluster_location_id_0984,qadissiya,al.diwaniya,Hay Al Furat-1,0984 (Hay Al Furat-1)
3603057,1,cluster_location_id_0985,qadissiya,al.diwaniya,Hay Al Shomos,0985 (Hay Al Shomos)
3603059,1,cluster_location_id_0986,qadissiya,al.diwaniya,Hay Al Waely,0986 (Hay Al Waely)
3603063,1,cluster_location_id_0987,qadissiya,al.diwaniya,Hay Al-Amin 1,0987 (Hay Al-Amin 1)
3603064,2,cluster_location_id_0988,qadissiya,al.diwaniya,Hay Al-Amin 2,0988 (Hay Al-Amin 2)
3603073,2,cluster_location_id_0989,qadissiya,al.diwaniya,Hay Al-Hadarah,0989 (Hay Al-Hadarah)
3603081,1,cluster_location_id_0990,qadissiya,al.diwaniya,Hay Ramadan,0990 (Hay Ramadan)
3603087,1,cluster_location_id_0991,qadissiya,al.diwaniya,Hay Al-Sadir 4,0991 (Hay Al-Sadir 4)
3603088,1,cluster_location_id_0992,qadissiya,al.diwaniya,Salman Hlis Village,0992 (Salman Hlis Village)
