,id_sampl,Survey,strata,psu,DTM.Round,Place.ID,Governorate,District,Location.Name,Arabic.Name,Latitude,Longitude,pop,COD_Subdistrict,COD_Governorate,SumDist,proba,survey_buffer
339,id_2701,12,Al-Basrah,3105094,109,860,Basrah,Basrah,Hay Al Risalah,البصرة-حي الرسالة,30.4988958,47.8068462,21,Markaz Al-Basrah,Al-Basrah,370,0.056756757,13
340,id_2706,6,Al-Basrah,3105100,109,1271,Basrah,Basrah,Hay Al-Husain 3,البصرة-الحيانية-حي الحسين 3,30.4895169,47.777802,7,Markaz Al-Basrah,Al-Basrah,370,0.018918919,7
341,id_2712,12,Al-Basrah,3105112,109,891,Basrah,Basrah,Manawi pasha,مناوي باشا,30.50843105,47.84111146,13,Markaz Al-Basrah,Al-Basrah,370,0.035135135,13
342,id_2720,6,Al-Basrah,3105123,109,898,Basrah,Basrah,Al Khaleej1,البصرة-الجمعيات-حي الخليج 1,30.4881858,47.7938167,7,Markaz Al-Basrah,Al-Basrah,370,0.018918919,7
343,id_275,6,Erbil,1202136,109,13203,Erbil,Erbil,Du sara fatah,دوسرة فتاح,36.02199191,43.91237697,525,Qushtappa,Erbil,26281,0.019976409,7
344,id_2783,66,Al-Kahla,3205002,109,24532,Missan,Amara,Al Hay Al JameI,الحي الجامعي,31.80705921,47.17984275,120,Al-Msharah,Maysan,206,0.582524272,68
345,id_2786,12,Al-Kahla,3205006,109,22208,Missan,Amara,Al Salam,حي السلام,31.87811839,47.14707336,13,Al-Msharah,Maysan,206,0.063106796,13
346,id_2797,6,Al-Kahla,3205019,109,20844,Missan,Amara,Hay Al Karar,حي الكرار,31.84989086,47.1219637,10,Al-Msharah,Maysan,206,0.048543689,7
347,id_2801,12,Al-Kahla,3205026,109,15991,Missan,Amara,Hay Al Rasool,حي الرسول,31.81918766,47.12424299,9,Al-Msharah,Maysan,206,0.04368932,13
348,id_2804,6,Al-Kahla,3205031,109,16825,Missan,Amara,Hay Al-Ameer,حي الامير,31.82751453,47.1236591,6,Al-Msharah,Maysan,206,0.029126214,7
349,id_281,6,Erbil,1202146,109,33151,Erbil,Erbil,Aweney Shar,اوينا شار,36.1456283,44.0879644,70,Markaz Erbil,Erbil,26281,0.002663521,7
350,id_2837,6,Al-Kahla,3206007,109,23622,Missan,Qal'at Saleh,Hay Al-Ameer,حي الامير,31.53134617,47.28906183,10,Markaz Al-Kahla,Maysan,206,0.048543689,7
351,id_285,30,Koysinjaq,1203002,109,24598,Erbil,Koisnjaq,Azady,ازادي,36.0848782,44.6424124,91,Markaz Koysinjaq,Erbil,791,0.115044248,32
352,id_286,6,Koysinjaq,1203003,109,12371,Erbil,Koisnjaq,Bayizagha,بايزاغا,36.0874678,44.6292249,103,Markaz Koysinjaq,Erbil,791,0.130214918,8
353,id_287,18,Koysinjaq,1203004,109,24597,Erbil,Koisnjaq,Bazar koya(Bafri qndeel),بازار كويه(بفري قنديل),36.083679,44.6299148,97,Markaz Koysinjaq,Erbil,791,0.122629583,20
354,id_288,12,Koysinjaq,1203006,109,23657,Erbil,Koisnjaq,Hamamok,حماموك,36.0906174,44.6138045,59,Markaz Koysinjaq,Erbil,791,0.074589128,14
355,id_2900,6,Al-Kufa,3402016,109,24374,Najaf,Kufa,Albu Hadary,البو حداري,32.07203956,44.39582666,8,Markaz Al-Kufa,Al-Najaf,580,0.013793103,7
356,id_2902,78,Al-Kufa,3402019,109,24311,Najaf,Kufa,Alwat Al Fahal,علوة الفحل,32.07811637,44.3770717,143,Markaz Al-Kufa,Al-Najaf,580,0.246551724,81
357,id_291,12,Koysinjaq,1203009,109,23280,Erbil,Koisnjaq,Qalat,قلات,36.0863765,44.6264215,97,Markaz Koysinjaq,Erbil,791,0.122629583,14
358,id_2910,6,Al-Kufa,3402035,109,20347,Najaf,Kufa,Maytham Al Tamar,حي ميثم التمار,32.01930194,44.39840619,9,Markaz Al-Kufa,Al-Najaf,580,0.015517241,7
359,id_2912,6,Al-Kufa,3402041,109,20048,Najaf,Kufa,Al Kreishat Al Shimaliya,الكريشات الشمالية,32.02357163,44.4102796,7,Markaz Al-Kufa,Al-Najaf,580,0.012068966,7
360,id_292,30,Koysinjaq,1203010,109,11887,Erbil,Koisnjaq,Taqtaq,طقطق,35.8872085,44.5910337,237,Taq Taq,Erbil,791,0.299620733,32
362,id_2935,54,Al-Kufa,3403035,109,20304,Najaf,Najaf,AL-RADHAWIYA,الرضوية 1,31.96229384,44.41287003,180,Markaz Al-Kufa,Al-Najaf,580,0.310344828,56
363,id_2937,6,Al-Najaf,3403039,109,25431,Najaf,Najaf,Hay Al Ameer,حي الامير,32.31602166,44.26903582,65,Al-Haydariya,Al-Najaf,1198,0.054257095,7
364,id_294,6,Koysinjaq,1203015,109,27222,Erbil,Koisnjaq,Nawdaran,ناوداران,36.0572663,44.6373841,10,Markaz Koysinjaq,Erbil,791,0.012642225,8
365,id_2944,6,Al-Najaf,3403055,109,24240,Najaf,Najaf,Hay Al zahraa-Al Haidariyah,حي الزهراء-الحيدرية,32.31555887,44.27389033,10,Al-Haydariya,Al-Najaf,1198,0.008347245,7
366,id_2954,12,Al-Najaf,3403075,109,20282,Najaf,Najaf,Shawafi Village,الشوافع,31.98792244,44.31454079,72,Markaz Al-Najaf,Al-Najaf,1198,0.060100167,13
367,id_2956,6,Al-Najaf,3403079,109,29618,Najaf,Najaf,Mafraq Al-Kefal,مفرك الجفل,32.21689205,44.30103303,42,Al-Haydariya,Al-Najaf,1198,0.035058431,7
368,id_2957,6,Al-Najaf,3403080,109,29619,Najaf,Najaf,Al-Mazarea AL-Westa,المزارع الوسطى,32.24121954,44.28070053,90,Al-Haydariya,Al-Najaf,1198,0.075125209,7
369,id_2958,12,Al-Najaf,3403081,109,20341,Najaf,Najaf,Al-Qasim,القاسم,32.31013278,44.27623374,65,Al-Haydariya,Al-Najaf,1198,0.054257095,13
370,id_2959,6,Al-Najaf,3403082,109,19637,Najaf,Najaf,Markaz Alhaidariya,مركز الحيدرية,32.30935829,44.27485154,80,Al-Haydariya,Al-Najaf,1198,0.066777963,7
371,id_2961,18,Al-Najaf,3403084,109,29621,Najaf,Najaf,Mazara Al-Hawli,مزارع الحولي,32.0964973,44.32926975,160,Markaz Al-Najaf,Al-Najaf,1198,0.133555927,19
372,id_2962,6,Al-Najaf,3403085,109,29622,Najaf,Najaf,Fadak Village,قرية فدك,32.21657421,44.30108113,48,Al-Haydariya,Al-Najaf,1198,0.040066778,7
373,id_2963,30,Al-Kufa,3403086,109,29623,Najaf,Najaf,Al-Mazara 2,المزارع الثانية,32.11799585,44.33869015,146,Al-Huriya,Al-Najaf,580,0.251724138,31
374,id_2964,6,Al-Najaf,3403088,109,29658,Najaf,Najaf,Al-Shaheed Al-Sadar-Shareet,حي الشهيد الصدر-الشريط,32.07339081,44.32732566,42,Markaz Al-Najaf,Al-Najaf,1198,0.035058431,7
375,id_2965,12,Al-Najaf,3403089,109,20287,Najaf,Najaf,Al-Ghadeer Village complex,مجمع قرية الغدير,32.09036773,44.33282958,100,Markaz Al-Najaf,Al-Najaf,1198,0.083472454,13
377,id_298,6,Shaqlawa,1206003,109,23907,Erbil,Shaqlawa,Bazar Khanzad,بازار خانزاد,36.403459,44.3435596,62,Khoshnaw,Erbil,915,0.067759563,7
378,id_299,6,Shaqlawa,1206004,109,23713,Erbil,Shaqlawa,Betrma,بيترما,36.3946488,44.3445288,100,Khoshnaw,Erbil,915,0.109289617,7
379,id_2995,6,Al-Nasiriya,3504014,109,10254,Thi-Qar,Nassriya,Al Sharqiya,الشرقيه,31.0424298,46.264275,7,Markaz Al-Nasiriya,Thi Qar,239,0.029288703,7
380,id_300,12,Shaqlawa,1206006,109,12172,Erbil,Shaqlawa,Harir,حرير,36.5502052,44.3523114,95,Harir,Erbil,915,0.103825137,13
381,id_3000,6,Al-Nasiriya,3504021,109,10335,Thi-Qar,Nassriya,Al-Salhiya,حي الصالحية,31.05063835,46.26926296,10,Markaz Al-Nasiriya,Thi Qar,239,0.041841004,7
382,id_3003,12,Al-Nasiriya,3504024,109,9396,Thi-Qar,Nassriya,Al-zielat,الزعيلات,31.0154237,46.26544397,15,Markaz Al-Nasiriya,Thi Qar,239,0.062761506,13
383,id_3004,12,Al-Nasiriya,3504025,109,10262,Thi-Qar,Nassriya,Aredo,حي اريدو,31.0743949,46.25447472,15,Markaz Al-Nasiriya,Thi Qar,239,0.062761506,13
384,id_3007,6,Al-Nasiriya,3504028,109,25526,Thi-Qar,Nassriya,Hay Al Ameer,حي الامير,31.03617581,46.22450321,14,Markaz Al-Nasiriya,Thi Qar,239,0.058577406,7
385,id_3008,6,Al-Nasiriya,3504029,109,10301,Thi-Qar,Nassriya,Hay Al Fidaa,حي الفداء,31.06973001,46.2823402,8,Markaz Al-Nasiriya,Thi Qar,239,0.033472803,7
386,id_301,12,Shaqlawa,1206007,109,13372,Erbil,Shaqlawa,Harir-Batas,حرير-باتاس,36.5603397,44.3343375,35,Harir,Erbil,915,0.038251366,13
387,id_3010,6,Al-Nasiriya,3504031,109,21208,Thi-Qar,Nassriya,Hay Al Mualimeen,حي المعلمين,31.06777925,46.24942117,8,Markaz Al-Nasiriya,Thi Qar,239,0.033472803,7
388,id_3012,6,Al-Nasiriya,3504033,109,10259,Thi-Qar,Nassriya,Hay Al Tadhihiya,حي التضحية,31.05015718,46.27308904,17,Markaz Al-Nasiriya,Thi Qar,239,0.071129707,7
389,id_302,12,Shaqlawa,1206008,109,12079,Erbil,Shaqlawa,Hiran,هيران ,36.2772151,44.493808,93,Khoshnaw,Erbil,915,0.101639344,13
390,id_3020,6,Al-Nasiriya,3504041,109,25533,Thi-Qar,Nassriya,Nassriya-Hey 400,حي 400,31.08086214,46.23987939,7,Markaz Al-Nasiriya,Thi Qar,239,0.029288703,7
391,id_303,12,Shaqlawa,1206010,109,23698,Erbil,Shaqlawa,Sabirawa,سابيراوه,36.4015164,44.3470105,70,Khoshnaw,Erbil,915,0.076502732,13
392,id_3030,6,Al-Nasiriya,3504051,109,23685,Thi-Qar,Nassriya,Um Al Dood,ام الدود,31.08726556,46.23856142,6,Markaz Al-Nasiriya,Thi Qar,239,0.025104603,7
393,id_3032,6,Al-Nasiriya,3504054,109,9427,Thi-Qar,Nassriya,Hay AL-Mansouria,المنصورية ,31.03044192,46.21986379,15,Markaz Al-Nasiriya,Thi Qar,239,0.062761506,7
394,id_304,6,Shaqlawa,1206011,109,23741,Erbil,Shaqlawa,Safeen,سفين,36.4035677,44.3153259,70,Khoshnaw,Erbil,915,0.076502732,7
395,id_305,6,Shaqlawa,1206012,109,12948,Erbil,Shaqlawa,Sarmidan-1(Ashti),سرميدان 1(اشتي),36.4129364,44.3036782,80,Khoshnaw,Erbil,915,0.087431694,7
396,id_307,12,Shaqlawa,1206014,109,23784,Erbil,Shaqlawa,Sarmidan-3(Ashti),سر ميدان 3(اشتي),36.4121108,44.3111336,50,Khoshnaw,Erbil,915,0.054644809,13
397,id_308,6,Shaqlawa,1206015,109,23742,Erbil,Shaqlawa,Shahedan,شهيدان,36.4075659,44.3188589,140,Khoshnaw,Erbil,915,0.153005464,7
398,id_3086,30,Al-Diwaniya,3603003,109,22326,Qadissiya,Diwaniya,Al Mojamaa Al Sakani,المجمع السكني,31.98188312,44.97350229,97,Markaz Al-Diwaniya,Al-Qadissiya,828,0.117149758,31
399,id_3087,6,Al-Diwaniya,3603004,109,21817,Qadissiya,Diwaniya,Hay Al Ghadir,حي الغدير,31.96751055,44.95243195,11,Markaz Al-Diwaniya,Al-Qadissiya,828,0.013285024,7
400,id_3092,6,Al-Diwaniya,3603009,109,24904,Qadissiya,Diwaniya,Um tibashi village,قرية ام طباشي,32.00728063,44.85398716,14,Al-Shafeia,Al-Qadissiya,828,0.016908213,7
401,id_3093,6,Al-Diwaniya,3603010,109,24436,Qadissiya,Diwaniya,Albo Hasan village,قرية البو حسن,32.02082742,44.8158267,14,Al-Saniya,Al-Qadissiya,828,0.016908213,7
402,id_3094,6,Al-Diwaniya,3603011,109,21946,Qadissiya,Diwaniya,Hay Al Wihda 2,حي الوحدة الثانية,31.99160809,44.94150526,9,Markaz Al-Diwaniya,Al-Qadissiya,828,0.010869565,7
403,id_3097,6,Al-Diwaniya,3603017,109,2621,Qadissiya,Diwaniya,Albu Khnefis village,قرية البو خنيفس,32.02096534,44.85749902,10,Al-Saniya,Al-Qadissiya,828,0.012077295,7
404,id_310,6,Shaqlawa,1206017,109,12957,Erbil,Shaqlawa,Spigra,سبيكارا,36.3829007,44.3759687,44,Khoshnaw,Erbil,915,0.048087432,7
405,id_3107,6,Al-Diwaniya,3603033,109,25071,Qadissiya,Diwaniya,Al-Jabaar village,قرية ال جبار,32.03198909,44.7900744,16,Al-Saniya,Al-Qadissiya,828,0.019323671,7
406,id_3116,6,Al-Diwaniya,3603047,109,25513,Qadissiya,Diwaniya,Hay Al Furat-1,حي الفرات الاولى,32.01052467,44.90792176,12,Markaz Al-Diwaniya,Al-Qadissiya,828,0.014492754,7
407,id_3128,6,Al-Diwaniya,3603059,109,24309,Qadissiya,Diwaniya,Hay Al Waely,حي الوائلي,32.05793059,44.77373499,10,Al-Saniya,Al-Qadissiya,828,0.012077295,7
408,id_3130,6,Al-Diwaniya,3603063,109,25567,Qadissiya,Diwaniya,Hay Al-Amin 1,حي الامين 1,32.00481928,44.85134946,15,Al-Shafeia,Al-Qadissiya,828,0.018115942,7
409,id_3131,6,Al-Diwaniya,3603064,109,25568,Qadissiya,Diwaniya,Hay Al-Amin 2,حي الامين 2,32.00629877,44.84672776,20,Al-Saniya,Al-Qadissiya,828,0.024154589,7
410,id_3136,6,Al-Diwaniya,3603073,109,23715,Qadissiya,Diwaniya,Hay Al-Hadarah,حي الحضارة,32.01567693,44.91787071,15,Markaz Al-Diwaniya,Al-Qadissiya,828,0.018115942,7
411,id_315,6,Rawanduz,1207002,109,12277,Erbil,Soran,Khalifan(center),مركز(خليفان),36.6098454,44.4060075,30,Khailfan,Erbil,508,0.059055118,10
412,id_316,18,Rawanduz,1207003,109,12597,Erbil,Soran,Rawanduz District,مركز راوندوز,36.61405134,44.52755388,40,Markaz Rawanduz,Erbil,508,0.078740157,22
413,id_317,132,Rawanduz,1207004,109,13141,Erbil,Soran,Soran District,مركز قضاء سوران,36.6552912,44.5406644,310,Diana,Erbil,508,0.61023622,139
414,id_318,6,Rawanduz,1207006,109,27218,Erbil,Soran,Diana(Shahedan azady),ديانا(شهيدان ازادي),36.6681161,44.5367412,16,Diana,Erbil,508,0.031496063,10
415,id_319,6,Rawanduz,1207008,109,27198,Erbil,Soran,Hay mameel al qeer,حي معمل القير,36.5919395,44.3857917,13,Khailfan,Erbil,508,0.025590551,8
416,id_327,12,Chamchamal,1301004,109,6024,Sulaymaniyah,Chamchamal,Azady,ازادى,35.52998867,44.83879426,205,Markaz Chamchamal,Al-Sulaymaniyah,1576,0.130076142,13
417,id_329,12,Chamchamal,1301006,109,24894,Sulaymaniyah,Chamchamal,Chamchamal-Raparin,جمجمال-رابرين,35.52360502,44.82269581,198,Markaz Chamchamal,Al-Sulaymaniyah,1576,0.125634518,13
418,id_332,12,Chamchamal,1301010,109,23669,Sulaymaniyah,Chamchamal,Handreen,هندرين,35.6268737,44.965659,66,Markaz Chamchamal,Al-Sulaymaniyah,1576,0.041878173,13
419,id_336,6,Chamchamal,1301016,109,4933,Sulaymaniyah,Chamchamal,Piryadi,بيريادى,35.5130974,44.8486875,82,Markaz Chamchamal,Al-Sulaymaniyah,1576,0.052030457,7
420,id_337,6,Chamchamal,1301017,109,24888,Sulaymaniyah,Chamchamal,Pura Gulla,بوره كوله,35.54137629,44.8329432,50,Markaz Chamchamal,Al-Sulaymaniyah,1576,0.031725888,7
421,id_340,6,Chamchamal,1301021,109,20813,Sulaymaniyah,Chamchamal,SANGAWIAKAN,سنكاويكان,35.51058,44.8368335,30,Markaz Chamchamal,Al-Sulaymaniyah,1576,0.019035533,7
422,id_346,6,Chamchamal,1301027,109,31933,Sulaymaniyah,Chamchamal,Sangawi kon,سنكاوي كون,35.2889667,45.1718789,11,Cenkaw,Al-Sulaymaniyah,1576,0.006979695,7
423,id_350,6,Chamchamal,1301031,109,4797,Sulaymaniyah,Chamchamal,Hazar kani,هزار كاني,35.183746,45.3249332,37,Cenkaw,Al-Sulaymaniyah,1576,0.023477157,7
424,id_364,12,Chamchamal,1301045,109,22078,Sulaymaniyah,Chamchamal,Bani maqan,باني مقان,35.50092331,44.78044455,94,Markaz Chamchamal,Al-Sulaymaniyah,1576,0.05964467,13
425,id_365,6,Chamchamal,1301046,109,33300,Sulaymaniyah,Chamchamal,Dawajin,دواجن,35.4900301,44.8627918,67,Markaz Chamchamal,Al-Sulaymaniyah,1576,0.04251269,7
426,id_369,6,Chamchamal,1301050,109,3461,Sulaymaniyah,Chamchamal,hashazini,هةشة زيني,35.4038402,45.1180703,6,Cenkaw,Al-Sulaymaniyah,1576,0.003807107,7
427,id_37,12,Duhok,1102002,109,23580,Dahuk,Dahuk,Al Sinaah,الصناعة,36.85420598,43.04530718,210,Zawita,Duhok,5772,0.036382536,13
428,id_371,6,Derbendikhan,1302001,109,24253,Sulaymaniyah,Darbandikhan,Campe khwarw,كمبى خوارو,35.0974312,45.6972612,34,Markaz Derbendikhan,Al-Sulaymaniyah,1029,0.033041788,7
429,id_372,12,Derbendikhan,1302002,109,6301,Sulaymaniyah,Darbandikhan,Hawara barza,هواربرزة,35.1241329,45.6825434,100,Markaz Derbendikhan,Al-Sulaymaniyah,1029,0.09718173,13
430,id_373,6,Derbendikhan,1302003,109,24252,Sulaymaniyah,Darbandikhan,Kanisard,كانى سارد,35.1172587,45.6666422,80,Markaz Derbendikhan,Al-Sulaymaniyah,1029,0.077745384,7
431,id_374,12,Derbendikhan,1302004,109,24251,Sulaymaniyah,Darbandikhan,Kanito,كانى توو,35.1124805,45.6894638,119,Markaz Derbendikhan,Al-Sulaymaniyah,1029,0.115646259,13
432,id_375,6,Derbendikhan,1302005,109,24670,Sulaymaniyah,Darbandikhan,Sara,سرا,35.1079729,45.6884268,85,Markaz Derbendikhan,Al-Sulaymaniyah,1029,0.08260447,7
433,id_378,12,Derbendikhan,1302009,109,29516,Sulaymaniyah,Darbandikhan,Sharwani,شارواني,35.1135457,45.6837634,85,Markaz Derbendikhan,Al-Sulaymaniyah,1029,0.08260447,13
434,id_379,24,Derbendikhan,1302010,109,29517,Sulaymaniyah,Darbandikhan,Khelan,خيلان,35.1101359,45.6848696,120,Markaz Derbendikhan,Al-Sulaymaniyah,1029,0.116618076,25
435,id_389,6,Dokan,1303003,109,23721,Sulaymaniyah,Dokan,Chawa spy,جوسبى,35.9313984,44.9690506,26,Gnareen,Al-Sulaymaniyah,816,0.031862745,7
436,id_393,6,Dokan,1303009,109,3617,Sulaymaniyah,Dokan,Kotal,كوتال,35.8388028,45.077602,17,Sourdash,Al-Sulaymaniyah,816,0.020833333,7
437,id_394,24,Dokan,1303011,109,23333,Sulaymaniyah,Dokan,Pishowa,بيشوا,35.7378464,45.1421684,93,Sourdash,Al-Sulaymaniyah,816,0.113970588,25
438,id_395,24,Dokan,1303012,109,3613,Sulaymaniyah,Dokan,Qamchugha,قمجوغة,35.9077476,44.9788038,103,Gnareen,Al-Sulaymaniyah,816,0.12622549,25
439,id_396,24,Dokan,1303013,109,24213,Sulaymaniyah,Dokan,Sara,سارا,35.7270477,45.1521531,95,Sourdash,Al-Sulaymaniyah,816,0.116421569,25
440,id_399,6,Dokan,1303016,109,6306,Sulaymaniyah,Dokan,Sharawany,شاروانى,35.733289,45.1454069,68,Sourdash,Al-Sulaymaniyah,816,0.083333333,7
441,id_4,12,Al-Amadiya,1101005,109,7770,Dahuk,Amedi,Chamanke,جمانكي,36.9379561,43.41257218,82,Sarsank,Duhok,514,0.159533074,13
442,id_404,6,Dokan,1303025,109,5238,Sulaymaniyah,Dokan,Mergapan,ميركبان,35.7956429,45.2531212,34,Sourdash,Al-Sulaymaniyah,816,0.041666667,7
443,id_41,6,Duhok,1102007,109,26048,Dahuk,Dahuk,Bahdinan,بهدينان,36.86379307,42.96663424,63,Markaz Duhok,Duhok,5772,0.010914761,7
444,id_412,6,Dokan,1303034,109,5000,Sulaymaniyah,Dokan,Shekh Mansourian,شيخ منصوريان,36.07103,44.781552,8,Gnareen,Al-Sulaymaniyah,816,0.009803922,7
445,id_414,6,Dokan,1303036,109,32091,Sulaymaniyah,Dokan,Asos,اسوس,35.7286742,45.1418713,60,Sourdash,Al-Sulaymaniyah,816,0.073529412,7
446,id_427,6,Derbendikhan,1304004,109,23723,Sulaymaniyah,Halabja,Bakhtyari,بختيارى,35.3241654,45.6828528,30,Markaz Derbendikhan,Al-Sulaymaniyah,1029,0.029154519,7
447,id_428,6,Halabcha,1304006,109,24096,Sulaymaniyah,Halabja,Barkew,بركيو,35.3553403,45.8688643,53,Shahrazur,Al-Sulaymaniyah,578,0.091695502,7
448,id_429,6,Halabcha,1304007,109,21960,Sulaymaniyah,Halabja,Farmanbaran,فرمانبران,35.185482,45.980419,17,Markaz Halabja,Al-Sulaymaniyah,578,0.029411765,7
449,id_43,18,Duhok,1102009,109,7945,Dahuk,Dahuk,Baroshke,بروشكي,36.85521913,43.02346476,318,Markaz Duhok,Duhok,5772,0.055093555,19
450,id_431,6,Halabcha,1304009,109,22104,Sulaymaniyah,Halabja,Goran City,كوران ستي,35.1870509,46.0095894,7,Markaz Halabja,Al-Sulaymaniyah,578,0.012110727,7
451,id_433,6,Halabcha,1304012,109,21862,Sulaymaniyah,Halabja,Gulan,كولان,35.1744373,45.9810979,26,Markaz Halabja,Al-Sulaymaniyah,578,0.044982699,7
452,id_435,6,Derbendikhan,1304015,109,25079,Sulaymaniyah,Halabja,Azadi,ازادي,35.3162601,45.6895632,23,Markaz Derbendikhan,Al-Sulaymaniyah,1029,0.022351798,7
453,id_437,12,Halabcha,1304018,109,22920,Sulaymaniyah,Halabja,Hassar,حسار,35.3515587,45.8726416,41,Shahrazur,Al-Sulaymaniyah,578,0.070934256,13
