,id_sampl,Survey,strata,psu,Place_ID,Governorate,District,Location_name,Arabic_name,Latitude,Longitude,OCHA_admin_1,OCHA_admin_2,OCHA_PCode,pop,COD_Subdistrict,COD_Governorate,SumDist,proba,survey_buffer
90,id_152,12,Haditha,2106009,23824,Anbar,Haditha,Al-Mutanabi,المتنبي,34.07904967,42.36811091,IQ-G01,IQ-D003,IQ-P00186,617,Al-Haqlaniya,Al-Anbar,4694,0.131444397,13
91,id_1520,6,Beygee,2803017,25921,Salah al-Din,Baiji,Al Hejaj Village-13,مقاطعة 13 الحجاج والجيسات-قرية الحجاج,34.8278145,43.51271931,IQ-G18,IQ-D101,,1931,Markaz Beygee,Salah Al-Din,19299,0.100056998,8
92,id_1524,12,Beygee,2803022,23435,Salah al-Din,Baiji,Al-Zweeyah Village ,قرية الزوية ,35.2612,43.397525,IQ-G18,IQ-D101,IQ-P23196,2182,Makkhoul,Salah Al-Din,19299,0.113062853,14
93,id_1525,12,Beygee,2803023,32099,Salah al-Din,Baiji,Al-asry Al-Jnoby neighborhood,حي العصري الجنوبي,34.92388889,43.49833333,,,,413,Al-Synia,Salah Al-Din,19299,0.021400073,14
94,id_153,18,Haditha,2106011,245,Anbar,Haditha,Bani Dahir,حي بني داهر,34.10673302,42.38207471,IQ-G01,IQ-D003,IQ-P00189,433,Barwana,Al-Anbar,4694,0.09224542,19
95,id_1531,6,Beygee,2803029,33369,Salah al-Din,Baiji,Hay Altameem,حي التأميم,34.921845,43.477253,,,,570,Al-Synia,Salah Al-Din,19299,0.029535209,7
96,id_1534,6,Beygee,2803032,20607,Salah al-Din,Baiji,Hay Alrisalah,حي الرسالة,34.926822,43.490262,IQ-G18,IQ-D101,IQ-P23254,375,Al-Synia,Salah Al-Din,19299,0.019431059,7
97,id_1539,6,Beygee,2803037,33434,Salah al-Din,Baiji,Sheik Ali village,قرية الشيخ علي,35.1807187,43.2893639,,,,270,Makkhoul,Salah Al-Din,19299,0.013990362,7
98,id_1542,6,Beygee,2803040,33501,Salah al-Din,Baiji,Alharejiya village,قرية الحريجية,34.9236554,43.5025153,IQ-G18,IQ-D101,,196,Markaz Beygee,Salah Al-Din,19299,0.010155967,7
99,id_155,24,Haditha,2106014,23823,Anbar,Haditha,Haqlaniyah-Al shuhadaa,حي الشهداء-الحقلانية,34.0853211,42.35174251,IQ-G01,IQ-D003,IQ-P00193,577,Al-Haqlaniya,Al-Anbar,4694,0.12292288,25
100,id_1550,6,Balad,2804005,20767,Salah al-Din,Balad,Albu Jewari,محلة البو جواري,34.06002525,44.21587071,IQ-G18,IQ-D102,IQ-P23341,513,Al-Duloeyah,Salah Al-Din,10906,0.047038328,7
101,id_1551,6,Balad,2804006,25742,Salah al-Din,Balad,Al-Duloeyah-Hay Al Jubor,محلة الجبور الاولى,34.03255609,44.23087241,IQ-G18,IQ-D102,,375,Al-Duloeyah,Salah Al-Din,10906,0.034384742,7
102,id_1554,6,Balad,2804016,20921,Salah al-Din,Balad,Al-Juboor Village,قرية الجبور والحويجة ا,34.03252765,44.20768545,IQ-G18,IQ-D102,IQ-P23344,540,Al-Duloeyah,Salah Al-Din,10906,0.049514029,7
103,id_1555,54,Balad,2804018,29565,Salah al-Din,Balad,Yathrib sub distrct ,ناحية يثرب,34.028012,44.242782,IQ-G18,IQ-D102,,4884,Yathreb,Salah Al-Din,10906,0.447826884,56
104,id_1556,18,Balad,2804021,21484,Salah al-Din,Balad,Al_Farhateya village,قرية الفرحاتية,34.004273,44.016961,IQ-G18,IQ-D102,IQ-P23326,420,Al-Esshaqi,Salah Al-Din,10906,0.038510911,19
105,id_1557,18,Balad,2804023,33367,Salah al-Din,Balad,Sinjaar,قرية سنجار,34.03861,44.187223,,,,487,Al-Duloeyah,Salah Al-Din,10906,0.044654319,19
106,id_156,6,Haditha,2106015,237,Anbar,Haditha,Hay Al Askary,حي العسكري,34.12743242,42.37906453,IQ-G01,IQ-D003,IQ-P00197,451,Barwana,Al-Anbar,4694,0.096080102,7
107,id_1560,6,Balad,2804026,33437,Salah al-Din,Balad,Aziz Balad,عزيز بلد,34.023395,44.166704,,,,572,Yathreb,Salah Al-Din,10906,0.052448194,7
108,id_1561,18,Balad,2805008,25947,Salah al-Din,Al-Fares,Bezna Village,قرية بزنة,33.90924349,44.18353061,IQ-G18,IQ-D104,,543,Yathreb,Salah Al-Din,10906,0.049789107,19
109,id_1563,1,Samarra,2806006,23781,Salah al-Din,Samarra,Al Sayoya-Mahala 1,محلة الصعيوية-1,34.08225349,44.05546613,IQ-G18,IQ-D105,IQ-P23489,312,Al-Muotasim,Salah Al-Din,8978,0.034751615,2
110,id_1564,10,Samarra,2806007,20752,Salah al-Din,Samarra,Al_Jazera,مقاطعة 9 الجزيرة(الجزءالجنوبي),34.24620221,43.69918454,IQ-G18,IQ-D105,IQ-P23494,2103,Al-Tharthar,Salah Al-Din,8978,0.234239252,11
111,id_1565,5,Samarra,2806008,20695,Salah al-Din,Samarra,Al-Abasiya Village,قرية العباسية,34.30092393,43.78381141,IQ-G18,IQ-D105,IQ-P23495,488,Dijla,Salah Al-Din,8978,0.05435509,6
112,id_1566,9,Samarra,2806010,20674,Salah al-Din,Samarra,Al-Hewaish area,قرية الحويش,34.19515165,43.82151246,IQ-G18,IQ-D105,IQ-P23508,798,Al-Tharthar,Salah Al-Din,8978,0.088883939,10
113,id_1567,3,Samarra,2806037,23774,Salah al-Din,Samarra,Al-Tresha-Albu Fahed,البو فهد,34.09474977,44.0535512,IQ-G18,IQ-D105,IQ-P23530,372,Al-Muotasim,Salah Al-Din,8978,0.041434618,4
114,id_1568,2,Samarra,2806039,23775,Salah al-Din,Samarra,Al-Tresha-Albu Shatb,قرية البو شطب,34.0753838,44.0893379,IQ-G18,IQ-D105,IQ-P23532,230,Al-Muotasim,Salah Al-Din,8978,0.025618178,3
115,id_1569,6,Samarra,2806048,20673,Salah al-Din,Samarra,Al-Jillam area,منطقة الجلام,34.24088767,43.88342028,IQ-G18,IQ-D105,IQ-P23512,935,Markaz Samarra,Salah Al-Din,8978,0.104143462,7
116,id_157,6,Haditha,2106017,23819,Anbar,Haditha,Hay Al Haqlaniyah Qadim,حي حقلانية القديمة,34.08773408,42.36877015,IQ-G01,IQ-D003,IQ-P00198,368,Barwana,Al-Anbar,4694,0.078397955,7
117,id_1570,3,Samarra,2806050,25926,Salah al-Din,Samarra,Hawi Albsat,مقاطعة 27 حاوى البساط,34.26137899,43.87557046,IQ-G18,IQ-D105,,507,Markaz Samarra,Salah Al-Din,8978,0.056471374,4
118,id_1571,25,Samarra,2806053,29539,Salah al-Din,Samarra,Mahalla Makeshfa,محلة مكيشفة,34.36904718,43.74474688,IQ-G18,IQ-D105,,2935,Dijla,Salah Al-Din,8978,0.326910225,26
119,id_1572,6,Al-Khalis,2806055,33608,Salah al-Din,Samarra,Banat Al-hassan village,قرية بنات الحسن,34.148833,44.951784,IQ-G18,IQ-D105,,287,Al-Mansouriyah,Diyala,13225,0.021701323,7
120,id_1573,6,Tikrit,2808001,23145,Salah al-Din,Tikrit,Al Ahad Al Jadid village,قرية العهد الجديد,34.72016511,43.70100224,IQ-G18,IQ-D108,IQ-P23661,750,Al-Alam,Salah Al-Din,28426,0.026384296,7
121,id_1574,6,Tikrit,2808002,23244,Salah al-Din,Tikrit,Hay Al Askari,الحي العسكري,34.68886682,43.71976791,IQ-G18,IQ-D108,IQ-P23663,292,Al-Alam,Salah Al-Din,28426,0.010272286,7
122,id_158,6,Haditha,2106020,239,Anbar,Haditha,Hay Al Rifay,حي الرفاعي,34.143738,42.38274782,IQ-G01,IQ-D003,IQ-P00199,247,Barwana,Al-Anbar,4694,0.052620366,7
123,id_1582,12,Tikrit,2808016,21592,Salah al-Din,Tikrit,Hay Al sinay-Al samad,حي الصناعي-م(51-المجرة وتل رجيم)قرية الصمد,34.71326825,43.70324665,IQ-G18,IQ-D108,IQ-P23747,765,Al-Alam,Salah Al-Din,28426,0.026911982,13
124,id_1585,18,Tikrit,2808024,22180,Salah al-Din,Tikrit,Sadayrat Abo Ajeel,صديرة ابو عجيل,34.60252484,43.72255932,IQ-G18,IQ-D108,IQ-P23792,1481,Al-Alam,Salah Al-Din,28426,0.05210019,19
125,id_1598,6,Tikrit,2808047,21357,Salah al-Din,Tikrit,Al Zallayah village,قرية الزلاية,34.45798508,43.72672328,IQ-G18,IQ-D108,IQ-P23714,1268,Um Al-Qura,Salah Al-Din,28426,0.04460705,7
126,id_1606,6,Tikrit,2808058,25962,Salah al-Din,Tikrit,Hay Salma Altaghlubia,حي سلمى التغلبيه-محله 401,34.60974451,43.68078986,IQ-G18,IQ-D108,,728,Um Al-Qura,Salah Al-Din,28426,0.025610357,7
127,id_1607,6,Tikrit,2808061,25922,Salah al-Din,Tikrit,Qadisya 1 Mahala 214,حي المطاردة(قادسية1)مقاطعة 7-محله 214,34.64578089,43.67032459,IQ-G18,IQ-D108,,2152,Um Al-Qura,Salah Al-Din,28426,0.07570534,7
128,id_1608,18,Tikrit,2808062,25923,Salah al-Din,Tikrit,Qadisya 2 Mahala 216,حي المطاردة(قادسية2)مقاطعة 7-محله 216,34.64904267,43.66125646,IQ-G18,IQ-D108,,2268,Um Al-Qura,Salah Al-Din,28426,0.079786111,19
129,id_1609,6,Tikrit,2808063,25950,Salah al-Din,Tikrit,Tal-Al Sibaat Village,قرية تل السيباط,34.81969084,43.57859018,IQ-G18,IQ-D108,,530,Al-Alam,Salah Al-Din,28426,0.018644903,7
130,id_1618,6,Tikrit,2808074,20663,Salah al-Din,Tikrit,Hay Al-Tajneed,حي التجنيد,34.58009466,43.68259767,IQ-G18,IQ-D108,IQ-P23749,270,Um Al-Qura,Salah Al-Din,28426,0.009498347,7
131,id_162,6,Haditha,2106038,79,Anbar,Haditha,Hay Al-Subhani,حي السبحاني,34.11291371,42.38402284,IQ-G01,IQ-D003,IQ-P00214,162,Barwana,Al-Anbar,4694,0.034512143,7
132,id_1624,6,Tikrit,2808081,20638,Salah al-Din,Tikrit,Hay Al Dhubbat,حي الضباط,34.63466839,43.67068098,IQ-G18,IQ-D108,IQ-P23755,800,Um Al-Qura,Salah Al-Din,28426,0.028143249,7
133,id_1626,6,Tikrit,2808085,29589,Salah al-Din,Tikrit,Al-Dibsa Village,قرية الدبسة,34.64676151,43.70316703,IQ-G18,IQ-D108,,335,Al-Alam,Salah Al-Din,28426,0.011784986,7
134,id_1628,6,Tooz Khurmato,2809004,25865,Salah al-Din,Tooz,Hay Garmian,حي كرميان,34.8996644,44.62613003,IQ-G18,IQ-D109,,160,Markaz Tooz Khurmato,Salah Al-Din,6859,0.023327016,7
135,id_1629,42,Tooz Khurmato,2809005,25866,Salah al-Din,Tooz,Hay Komari-120,حي كوماري م(5-الطوز)محلة 120,34.89631116,44.62572526,IQ-G18,IQ-D109,,2486,Markaz Tooz Khurmato,Salah Al-Din,6859,0.362443505,44
136,id_1630,24,Tooz Khurmato,2809007,25868,Salah al-Din,Tooz,Hay Rizgari-114,حي رزكاري م(5-الطوز)محلة 114,34.88670149,44.64267392,IQ-G18,IQ-D109,,1220,Markaz Tooz Khurmato,Salah Al-Din,6859,0.177868494,25
137,id_1632,6,Tooz Khurmato,2809015,25750,Salah al-Din,Tooz,Markaz Tooz-Hay Brayati,محلة برايتي,34.90508251,44.60883669,IQ-G18,IQ-D109,,196,Markaz Tooz Khurmato,Salah Al-Din,6859,0.028575594,7
138,id_1634,6,Tooz Khurmato,2809023,20425,Salah al-Din,Tooz,Brawchili village,قرية براوجيلي,34.79641,44.584962,IQ-G18,IQ-D109,IQ-P23834,351,Ameraly,Salah Al-Din,6859,0.05117364,7
139,id_1636,6,Tooz Khurmato,2809025,27234,Salah al-Din,Tooz,Hay Al-Askary,حي العسكري,34.726584,44.584608,IQ-G18,IQ-D109,,85,Ameraly,Salah Al-Din,6859,0.012392477,7
140,id_1638,6,Tooz Khurmato,2809027,27236,Salah al-Din,Tooz,Hay Al-Nasr,حي النصر,34.727374,44.58222,IQ-G18,IQ-D109,,45,Ameraly,Salah Al-Din,6859,0.006560723,7
141,id_1646,12,Tooz Khurmato,2809058,20529,Salah al-Din,Tooz,Sulayman Beg sub district center,مركز ناحية سليمان بيك,34.795151,44.666971,IQ-G18,IQ-D109,IQ-P23917,735,Sulaiman Baig,Salah Al-Din,6859,0.107158478,13
142,id_1647,6,Tooz Khurmato,2809059,33473,Salah al-Din,Tooz,Al-Salam Village,قرية السلام,34.873223,44.594341,IQ-G18,IQ-D109,,50,Markaz Tooz Khurmato,Salah Al-Din,6859,0.007289692,7
143,id_166,6,Heet,2107001,100,Anbar,Heet,Abu Tibban,ابوطيبان,33.52770924,42.91697915,IQ-G01,IQ-D004,IQ-P00234,1168,Al-Forat,Al-Anbar,30677,0.038074127,7
144,id_167,6,Heet,2107004,163,Anbar,Heet,Al Baker,حي البكر,33.64958145,42.83109381,IQ-G01,IQ-D004,IQ-P00238,908,Markaz Heet,Al-Anbar,30677,0.029598722,7
146,id_171,6,Heet,2107016,24113,Anbar,Heet,Al Salkah,السكلة,33.64182177,42.82820892,IQ-G01,IQ-D004,IQ-P00247,1165,Markaz Heet,Al-Anbar,30677,0.037976334,7
147,id_176,6,Heet,2107030,21323,Anbar,Heet,Al-Mujama Al-Sakani,الحي السكني,33.9211734,42.52571077,IQ-G01,IQ-D004,IQ-P00259,660,Al-Baghdady,Al-Anbar,30677,0.02151449,7
148,id_177,12,Heet,2107031,23827,Anbar,Heet,Al-Qalqalah,القلقة ,33.64289891,42.82280387,IQ-G01,IQ-D004,IQ-P00261,1710,Markaz Heet,Al-Anbar,30677,0.055742087,13
149,id_179,6,Heet,2107034,23831,Anbar,Heet,Al-Sikak,السكك,33.62958357,42.81890213,IQ-G01,IQ-D004,IQ-P00264,756,Markaz Heet,Al-Anbar,30677,0.02464387,7
150,id_186,6,Heet,2107047,23839,Anbar,Heet,Hay Al Mamoun,حي المامون ,33.58941988,42.60509871,IQ-G01,IQ-D004,IQ-P00283,1104,Kubaisa,Al-Anbar,30677,0.035987874,7
151,id_190,12,Heet,2107054,23885,Anbar,Heet,Hay Al-jamyah 2,الجمعية الثانية,33.62821377,42.84490601,IQ-G01,IQ-D004,IQ-P00291,1481,Markaz Heet,Al-Anbar,30677,0.048277211,13
152,id_195,6,Heet,2107062,53,Anbar,Heet,Heet-Maskhan,المصخن,33.69880489,42.74748265,IQ-G01,IQ-D004,IQ-P00319,642,Markaz Heet,Al-Anbar,30677,0.020927731,7
153,id_199,6,Heet,2107067,191,Anbar,Heet,Mualmeen,المعلمين,33.64479443,42.81224879,IQ-G01,IQ-D004,IQ-P00320,1554,Markaz Heet,Al-Anbar,30677,0.050656844,7
154,id_2,18,Makhmour,1204004,13352,Erbil,Makhmur,Gwer,كوير,36.043816,43.49773,IQ-G11,IQ-D066,IQ-P14306,1824,Gwyer,Erbil,6226,0.292964986,23
155,id_201,6,Heet,2107074,138,Anbar,Heet,Tal aswad,تل اسود,33.52895346,43.05369406,IQ-G01,IQ-D004,IQ-P00338,361,Al-Forat,Al-Anbar,30677,0.011767774,7
156,id_202,6,Heet,2107075,194,Anbar,Heet,The first jamaiya,الجمعية الاولى,33.63164721,42.83718905,IQ-G01,IQ-D004,IQ-P00341,1567,Markaz Heet,Al-Anbar,30677,0.051080614,7
157,id_206,6,Heet,2107081,29535,Anbar,Heet,Hay Al-Askari,الحي العسكري,33.58894572,42.61467372,IQ-G01,IQ-D004,,718,Kubaisa,Al-Anbar,30677,0.023405157,7
158,id_207,6,Heet,2107082,29536,Anbar,Heet,Hay Al-Khudhir,الخضر,33.5881177,42.60817858,IQ-G01,IQ-D004,,913,Kubaisa,Al-Anbar,30677,0.029761711,7
159,id_209,6,Al-Ramadi,2108001,308,Anbar,Ramadi,5 Kilo,الخمسة كيلو,33.42115,43.24772675,IQ-G01,IQ-D006,IQ-P00402,1389,Markaz Al-Ramadi,Al-Anbar,75718,0.018344383,7
161,id_212,6,Al-Ramadi,2108005,23889,Anbar,Ramadi,7 Killo-al-mojamaa al-sakany,السبعة كيلو-المجمع السكني,33.41413197,43.19074443,IQ-G01,IQ-D006,IQ-P00406,512,Markaz Al-Ramadi,Al-Anbar,75718,0.006761932,7
162,id_216,12,Al-Ramadi,2108009,25440,Anbar,Ramadi,Al Sajariyah,السجارية,33.43535524,43.38822095,IQ-G01,IQ-D006,,1781,Markaz Al-Ramadi,Al-Anbar,75718,0.023521488,13
163,id_218,12,Al-Ramadi,2108011,115,Anbar,Ramadi,Al Sofeya,الصوفية,33.44031066,43.32895397,IQ-G01,IQ-D006,IQ-P00427,1807,Markaz Al-Ramadi,Al-Anbar,75718,0.023864867,13
164,id_219,12,Al-Ramadi,2108012,25441,Anbar,Ramadi,Al Soora,السورة,33.4351026,43.35570312,IQ-G01,IQ-D006,,1634,Markaz Al-Ramadi,Al-Anbar,75718,0.021580073,13
165,id_236,6,Al-Ramadi,2108033,133,Anbar,Ramadi,Al Aadil,العادل,33.41405,43.30549,IQ-G01,IQ-D006,IQ-P00411,1341,Markaz Al-Ramadi,Al-Anbar,75718,0.017710452,7
166,id_240,6,Al-Ramadi,2108037,25800,Anbar,Ramadi,Al Katanah,الكطانة,33.42931,43.306041,IQ-G01,IQ-D006,,1881,Markaz Al-Ramadi,Al-Anbar,75718,0.024842178,7
167,id_241,6,Al-Ramadi,2108038,185,Anbar,Ramadi,Al-Shareka,الشركة,33.42922,43.31223,IQ-G01,IQ-D006,IQ-P00462,2369,Markaz Al-Ramadi,Al-Anbar,75718,0.031287144,7
168,id_242,6,Al-Ramadi,2108039,297,Anbar,Ramadi,Al-Thilah,الثيلة,33.43294,43.31115,IQ-G01,IQ-D006,IQ-P00466,1994,Markaz Al-Ramadi,Al-Anbar,75718,0.026334557,7
169,id_244,12,Al-Ramadi,2108041,23023,Anbar,Ramadi,Hay Al Malab,الملعب,33.42225,43.32078,IQ-G01,IQ-D006,IQ-P00476,2007,Markaz Al-Ramadi,Al-Anbar,75718,0.026506247,13
170,id_246,12,Al-Ramadi,2108046,29476,Anbar,Ramadi,The modern village,القرية العصرية,33.46648,43.04378,IQ-G01,IQ-D006,,3799,Markaz Al-Ramadi,Al-Anbar,75718,0.05017301,13
171,id_25,6,Al-Kaim,2101004,23795,Anbar,Al-Ka'im,Al Rumanah Al Gharbiyah,حي الرمانة الغربية,34.40098718,41.07147791,IQ-G01,IQ-D005,IQ-P00361,177,Al-Rummaneh,Al-Anbar,6234,0.028392685,7
172,id_254,6,Al-Ramadi,2108057,29580,Anbar,Ramadi,Al Hooz,الحوز,33.42189,43.29001,IQ-G01,IQ-D006,,1973,Markaz Al-Ramadi,Al-Anbar,75718,0.026057212,7
173,id_27,6,Al-Kaim,2101006,90,Anbar,Al-Ka'im,Al Ubaydi-1,العبيدي-مرحلة أولى,34.42921424,41.22657932,IQ-G01,IQ-D005,IQ-P00349,350,Al-Obiadi,Al-Anbar,6234,0.056143728,7
174,id_271,6,Al-Mahmoudiya,2301064,29529,Baghdad,Abu Ghraib,Al Mahasna village ,قرية المحاسنة ,33.22059945,43.92457242,IQ-G07,IQ-D038,,406,Al-Yousifya,Baghdad,9306,0.043627767,7
175,id_28,6,Al-Kaim,2101007,23797,Anbar,Al-Ka'im,Al Ubaydi-2,مرحلة الثانية ,34.43464907,41.22594072,IQ-G01,IQ-D005,IQ-P00350,184,Al-Rummaneh,Al-Anbar,6234,0.02951556,7
176,id_281,6,Al-Mahmoudiya,2301080,32036,Baghdad,Abu Ghraib,Al Masara village,قرية المسارة ,33.234015,43.915025,IQ-G07,IQ-D038,,135,Al-Yousifya,Baghdad,9306,0.01450677,7
177,id_288,6,Al-Mahmoudiya,2301087,33301,Baghdad,Abu Ghraib,Al Mamier village,قرية المعامير,33.233949,43.91447,,,,100,Al-Yousifya,Baghdad,9306,0.010745755,7
